Date,Description,Amount,Transaction Type,Category,Account Name
02-10-2020,Mama-cita,36.7,debit,Restaurants,Credit Card
02-10-2020,Market Basket,164.76,debit,Grocery shopping,Credit Card
02-11-2020,Ace Hardware,159.06,debit,Grocery shopping,Credit Card
02-11-2020,Trader Joes,159.67,debit,Grocery shopping,Credit Card
02-11-2020,MBTA,10.96,debit,Travel expenses,Credit Card
02-12-2020,Uber,25.74,debit,Travel expenses,Credit Card
02-12-2020,Credit Transaction,62.38,credit,Dividends,Savings
02-12-2020,Stop and Shop,184.86,debit,Grocery shopping,Credit Card
02-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
02-13-2020,Ace Hardware,218.57,debit,Grocery shopping,Credit Card
02-13-2020,Mall,42.23,debit,Shopping,Credit Card
02-13-2020,Dominos,51.62,debit,Restaurants,Credit Card
02-13-2020,Trader Joes,238.24,debit,Grocery shopping,Credit Card
02-13-2020,Boston Halal,70.6,debit,Restaurants,Credit Card
02-13-2020,Boston Shawarma,34.3,debit,Restaurants,Credit Card
02-13-2020,Karaoke,47.72,debit,Entertainment,Credit Card
02-14-2020,Boston Shawarma,69.75,debit,Restaurants,Credit Card
02-14-2020,Ace Hardware,216.31,debit,Grocery shopping,Credit Card
02-14-2020,Market Basket,241.18,debit,Grocery shopping,Credit Card
02-14-2020,Uber,17.35,debit,Travel expenses,Credit Card
02-14-2020,Mall,45.8,debit,Shopping,Credit Card
02-15-2020,Credit Transaction,10.58,credit,Cashback Rewards,Savings
02-15-2020,Mall,64.14,debit,Shopping,Credit Card
02-15-2020,Dominos,77.43,debit,Restaurants,Credit Card
02-15-2020,Uber,28.23,debit,Travel expenses,Credit Card
02-15-2020,Market Basket,205.47,debit,Grocery shopping,Credit Card
02-15-2020,MBTA,29.3,debit,Travel expenses,Credit Card
02-16-2020,Stop and Shop,155.62,debit,Grocery shopping,Credit Card
02-17-2020,Mama-cita,72.06,debit,Restaurants,Credit Card
02-17-2020,Market Basket,160.14,debit,Grocery shopping,Credit Card
02-18-2020,Mama-cita,59.81,debit,Restaurants,Credit Card
02-18-2020,Temu,45.36,debit,Shopping,Credit Card
02-18-2020,Lyft,29.58,debit,Travel expenses,Credit Card
02-18-2020,MBTA,16.42,debit,Travel expenses,Credit Card
02-19-2020,Market Basket,235.1,debit,Grocery shopping,Credit Card
02-19-2020,Boston Halal,39.51,debit,Restaurants,Credit Card
02-19-2020,Amazon,31.66,debit,Shopping,Credit Card
02-20-2020,Mama-cita,30.69,debit,Restaurants,Credit Card
02-20-2020,Market Basket,183.5,debit,Grocery shopping,Credit Card
02-20-2020,Amazon,35.08,debit,Shopping,Credit Card
02-21-2020,MBTA,25.61,debit,Travel expenses,Credit Card
02-21-2020,Uber,29.56,debit,Travel expenses,Credit Card
02-21-2020,Stop and Shop,227.93,debit,Grocery shopping,Credit Card
02-21-2020,Market Basket,247.6,debit,Grocery shopping,Credit Card
02-21-2020,Lyft,17.96,debit,Travel expenses,Credit Card
02-21-2020,Dominos,27.24,debit,Restaurants,Credit Card
02-21-2020,Ace Hardware,216.7,debit,Grocery shopping,Credit Card
02-22-2020,Lyft,20.33,debit,Travel expenses,Credit Card
02-22-2020,Mall,70.48,debit,Shopping,Credit Card
02-22-2020,Temu,79.77,debit,Shopping,Credit Card
02-22-2020,StandUp show,53.25,debit,Entertainment,Credit Card
02-22-2020,Uber,21.18,debit,Travel expenses,Credit Card
02-22-2020,MBTA,22.66,debit,Travel expenses,Credit Card
02-22-2020,Market Basket,236.96,debit,Grocery shopping,Credit Card
02-22-2020,Ice skating,38.34,debit,Entertainment,Credit Card
02-23-2020,Ace Hardware,164.53,debit,Grocery shopping,Credit Card
02-23-2020,Boston Halal,27.33,debit,Restaurants,Credit Card
02-24-2020,Amazon,56.37,debit,Shopping,Credit Card
02-24-2020,Mama-cita,47.28,debit,Restaurants,Credit Card
02-24-2020,Temu,61.29,debit,Shopping,Credit Card
02-24-2020,AMC Boston,40.84,debit,Entertainment,Credit Card
02-25-2020,Market Basket,211.44,debit,Grocery shopping,Credit Card
02-25-2020,Boston Shawarma,25.47,debit,Restaurants,Credit Card
02-25-2020,Amazon,52.32,debit,Shopping,Credit Card
02-25-2020,Credit Transaction,7.64,credit,Cashback Rewards,Savings
02-26-2020,Credit Transaction,6.91,credit,Cashback Rewards,Savings
02-26-2020,Lyft,12.96,debit,Travel expenses,Credit Card
02-26-2020,MBTA,28.34,debit,Travel expenses,Credit Card
02-27-2020,Trader Joes,156.98,debit,Grocery shopping,Credit Card
02-27-2020,StandUp show,60.6,debit,Entertainment,Credit Card
02-27-2020,Dominos,50.21,debit,Restaurants,Credit Card
02-27-2020,Ace Hardware,197.83,debit,Grocery shopping,Credit Card
02-27-2020,Boston Shawarma,39.41,debit,Restaurants,Credit Card
02-28-2020,Market Basket,248.13,debit,Grocery shopping,Credit Card
02-28-2020,Lyft,29.8,debit,Travel expenses,Credit Card
02-28-2020,Trader Joes,234.94,debit,Grocery shopping,Credit Card
02-29-2020,Uber,12.62,debit,Travel expenses,Credit Card
02-29-2020,Lyft,12.04,debit,Travel expenses,Credit Card
02-29-2020,Temu,71.06,debit,Shopping,Credit Card
03-01-2020,Rent/ Mortgage,1400,debit,Mortgage & Rent,Savings
03-01-2020,Eversource Electricity,68.41,debit,Utilities,Checking
03-01-2020,National Grid Gas,59.72,debit,Utilities,Checking
03-01-2020,Heating fuel,185.14,debit,Utilities,Checking
03-01-2020,Market Basket,197.13,debit,Grocery shopping,Credit Card
03-01-2020,Stop and Shop,235.33,debit,Grocery shopping,Credit Card
03-01-2020,Temu,61.17,debit,Shopping,Credit Card
03-01-2020,MBTA,16.51,debit,Travel expenses,Credit Card
03-02-2020,Stop and Shop,227.47,debit,Grocery shopping,Credit Card
03-02-2020,Trader Joes,174.14,debit,Grocery shopping,Credit Card
03-02-2020,Lyft,28.46,debit,Travel expenses,Credit Card
03-02-2020,Market Basket,162.39,debit,Grocery shopping,Credit Card
03-02-2020,Ace Hardware,176.54,debit,Grocery shopping,Credit Card
03-03-2020,Trader Joes,243.75,debit,Grocery shopping,Credit Card
03-03-2020,Lyft,12.54,debit,Travel expenses,Credit Card
03-03-2020,StandUp show,59.57,debit,Entertainment,Credit Card
03-03-2020,AMC Boston,68.5,debit,Entertainment,Credit Card
03-04-2020,Lyft,13.28,debit,Travel expenses,Credit Card
03-05-2020,Mall,34.4,debit,Shopping,Credit Card
03-05-2020,Credit Transaction,11.14,credit,Cashback Rewards,Savings
03-05-2020,StandUp show,48.05,debit,Entertainment,Credit Card
03-06-2020,Mama-cita,53.27,debit,Restaurants,Credit Card
03-06-2020,Boston Shawarma,59.63,debit,Restaurants,Credit Card
03-06-2020,Ace Hardware,214.14,debit,Grocery shopping,Credit Card
03-07-2020,MBTA,12.38,debit,Travel expenses,Credit Card
03-07-2020,StandUp show,49.16,debit,Entertainment,Credit Card
03-07-2020,Ice skating,26.49,debit,Entertainment,Credit Card
03-07-2020,Uber,26.85,debit,Travel expenses,Credit Card
03-08-2020,MBTA,10.87,debit,Travel expenses,Credit Card
03-08-2020,Boston Shawarma,77.72,debit,Restaurants,Credit Card
03-08-2020,Ice skating,58.9,debit,Entertainment,Credit Card
03-09-2020,Dominos,58.84,debit,Restaurants,Credit Card
03-09-2020,Market Basket,245.43,debit,Grocery shopping,Credit Card
03-09-2020,Ice skating,66.56,debit,Entertainment,Credit Card
03-11-2020,Boston Shawarma,29.65,debit,Restaurants,Credit Card
03-11-2020,Stop and Shop,161.62,debit,Grocery shopping,Credit Card
03-12-2020,MBTA,27.24,debit,Travel expenses,Credit Card
03-12-2020,Boston Halal,67.77,debit,Restaurants,Credit Card
03-12-2020,Dominos,47.27,debit,Restaurants,Credit Card
03-12-2020,AMC Boston,62.22,debit,Entertainment,Credit Card
03-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
03-13-2020,Ice skating,36.56,debit,Entertainment,Credit Card
03-14-2020,Market Basket,194.5,debit,Grocery shopping,Credit Card
03-14-2020,Dominos,63.13,debit,Restaurants,Credit Card
03-14-2020,Trader Joes,225.85,debit,Grocery shopping,Credit Card
03-14-2020,Ice skating,67.2,debit,Entertainment,Credit Card
03-14-2020,Mama-cita,32.78,debit,Restaurants,Credit Card
03-14-2020,AMC Boston,58.54,debit,Entertainment,Credit Card
03-15-2020,Mama-cita,70.94,debit,Restaurants,Credit Card
03-15-2020,Uber,24.32,debit,Travel expenses,Credit Card
03-15-2020,Mall,31.11,debit,Shopping,Credit Card
03-15-2020,Boston Shawarma,45.65,debit,Restaurants,Credit Card
03-15-2020,Temu,58.25,debit,Shopping,Credit Card
03-16-2020,Mama-cita,31.75,debit,Restaurants,Credit Card
03-16-2020,Amazon,21,debit,Shopping,Credit Card
03-16-2020,Karaoke,58.61,debit,Entertainment,Credit Card
03-17-2020,Stop and Shop,183.46,debit,Grocery shopping,Credit Card
03-17-2020,Boston Shawarma,52.86,debit,Restaurants,Credit Card
03-17-2020,MBTA,22.59,debit,Travel expenses,Credit Card
03-17-2020,Ace Hardware,236.23,debit,Grocery shopping,Credit Card
03-18-2020,Credit Transaction,7.99,credit,Cashback Rewards,Savings
03-18-2020,Ace Hardware,155.42,debit,Grocery shopping,Credit Card
03-19-2020,Boston Halal,46.6,debit,Restaurants,Credit Card
03-19-2020,Boston Shawarma,66.73,debit,Restaurants,Credit Card
03-19-2020,Temu,50.27,debit,Shopping,Credit Card
03-19-2020,Stop and Shop,237.12,debit,Grocery shopping,Credit Card
03-20-2020,Boston Shawarma,73.6,debit,Restaurants,Credit Card
03-20-2020,Stop and Shop,150.14,debit,Grocery shopping,Credit Card
03-21-2020,Lyft,27.98,debit,Travel expenses,Credit Card
03-21-2020,MBTA,24.29,debit,Travel expenses,Credit Card
03-21-2020,Uber,29.06,debit,Travel expenses,Credit Card
03-21-2020,AMC Boston,59.18,debit,Entertainment,Credit Card
03-21-2020,Credit Transaction,145.68,credit,Dividends,Savings
03-22-2020,Boston Halal,36.05,debit,Restaurants,Credit Card
03-22-2020,MBTA,13.2,debit,Travel expenses,Credit Card
03-22-2020,Temu,34.25,debit,Shopping,Credit Card
03-24-2020,Ice skating,64.42,debit,Entertainment,Credit Card
03-25-2020,Ice skating,31.36,debit,Entertainment,Credit Card
03-25-2020,Stop and Shop,237.79,debit,Grocery shopping,Credit Card
03-25-2020,Mall,55.95,debit,Shopping,Credit Card
03-25-2020,Boston Shawarma,79.87,debit,Restaurants,Credit Card
03-25-2020,Ace Hardware,164,debit,Grocery shopping,Credit Card
03-26-2020,Stop and Shop,215.65,debit,Grocery shopping,Credit Card
03-26-2020,Mall,56.89,debit,Shopping,Credit Card
03-26-2020,Market Basket,187.54,debit,Grocery shopping,Credit Card
03-26-2020,Boston Halal,27.41,debit,Restaurants,Credit Card
03-26-2020,Temu,53.54,debit,Shopping,Credit Card
03-27-2020,Ace Hardware,230.19,debit,Grocery shopping,Credit Card
03-27-2020,AMC Boston,35.2,debit,Entertainment,Credit Card
03-28-2020,Trader Joes,176.43,debit,Grocery shopping,Credit Card
03-28-2020,StandUp show,26.51,debit,Entertainment,Credit Card
03-29-2020,Boston Halal,76.46,debit,Restaurants,Credit Card
03-29-2020,Ice skating,26.91,debit,Entertainment,Credit Card
03-30-2020,AMC Boston,47.67,debit,Entertainment,Credit Card
03-30-2020,Ace Hardware,212.29,debit,Grocery shopping,Credit Card
03-30-2020,StandUp show,57.69,debit,Entertainment,Credit Card
03-31-2020,Temu,58.34,debit,Shopping,Credit Card
04-01-2020,Rent/ Mortgage,1400,debit,Mortgage & Rent,Savings
04-01-2020,Eversource Electricity,60.08,debit,Utilities,Checking
04-01-2020,National Grid Gas,58.55,debit,Utilities,Checking
04-01-2020,Heating fuel,229.12,debit,Utilities,Checking
04-01-2020,Ice skating,53.59,debit,Entertainment,Credit Card
04-01-2020,Lyft,27.31,debit,Travel expenses,Credit Card
04-01-2020,Boston Shawarma,40.4,debit,Restaurants,Credit Card
04-02-2020,Temu,35.16,debit,Shopping,Credit Card
04-02-2020,Uber,18.49,debit,Travel expenses,Credit Card
04-02-2020,MBTA,22.15,debit,Travel expenses,Credit Card
04-02-2020,Amazon,30.48,debit,Shopping,Credit Card
04-02-2020,Market Basket,172.31,debit,Grocery shopping,Credit Card
04-02-2020,Stop and Shop,208.69,debit,Grocery shopping,Credit Card
04-02-2020,Mall,55.92,debit,Shopping,Credit Card
04-03-2020,MBTA,29.56,debit,Travel expenses,Credit Card
04-03-2020,Boston Shawarma,71.77,debit,Restaurants,Credit Card
04-03-2020,Amazon,35.81,debit,Shopping,Credit Card
04-03-2020,Dominos,76.87,debit,Restaurants,Credit Card
04-04-2020,Boston Shawarma,45.63,debit,Restaurants,Credit Card
04-05-2020,StandUp show,64.2,debit,Entertainment,Credit Card
04-05-2020,Trader Joes,158.87,debit,Grocery shopping,Credit Card
04-05-2020,Mama-cita,70.57,debit,Restaurants,Credit Card
04-05-2020,Stop and Shop,174.34,debit,Grocery shopping,Credit Card
04-05-2020,Amazon,31.8,debit,Shopping,Credit Card
04-06-2020,Trader Joes,224.08,debit,Grocery shopping,Credit Card
04-06-2020,AMC Boston,68.16,debit,Entertainment,Credit Card
04-06-2020,Mama-cita,38.25,debit,Restaurants,Credit Card
04-06-2020,Dominos,51.02,debit,Restaurants,Credit Card
04-06-2020,Uber,24.24,debit,Travel expenses,Credit Card
04-07-2020,Amazon,47.13,debit,Shopping,Credit Card
04-07-2020,Stop and Shop,192.67,debit,Grocery shopping,Credit Card
04-08-2020,MBTA,18.12,debit,Travel expenses,Credit Card
04-08-2020,Dominos,57.93,debit,Restaurants,Credit Card
04-09-2020,Lyft,21.87,debit,Travel expenses,Credit Card
04-09-2020,Karaoke,57.18,debit,Entertainment,Credit Card
04-09-2020,Market Basket,238.83,debit,Grocery shopping,Credit Card
04-09-2020,Uber,11.43,debit,Travel expenses,Credit Card
04-09-2020,MBTA,25.33,debit,Travel expenses,Credit Card
04-10-2020,Ice skating,23.86,debit,Entertainment,Credit Card
04-10-2020,Uber,27.86,debit,Travel expenses,Credit Card
04-11-2020,Karaoke,44.74,debit,Entertainment,Credit Card
04-11-2020,Ace Hardware,162.15,debit,Grocery shopping,Credit Card
04-11-2020,Trader Joes,234.45,debit,Grocery shopping,Credit Card
04-12-2020,Boston Shawarma,70.14,debit,Restaurants,Credit Card
04-12-2020,Temu,28.18,debit,Shopping,Credit Card
04-12-2020,Dominos,52.69,debit,Restaurants,Credit Card
04-13-2020,Stop and Shop,189,debit,Grocery shopping,Credit Card
04-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
04-13-2020,Dominos,58.11,debit,Restaurants,Credit Card
04-14-2020,Amazon,71.23,debit,Shopping,Credit Card
04-14-2020,Uber,11.96,debit,Travel expenses,Credit Card
04-14-2020,Temu,74.63,debit,Shopping,Credit Card
04-14-2020,Mall,38.43,debit,Shopping,Credit Card
04-15-2020,Ice skating,35.42,debit,Entertainment,Credit Card
04-15-2020,Mall,77.75,debit,Shopping,Credit Card
04-15-2020,Market Basket,212.73,debit,Grocery shopping,Credit Card
04-15-2020,Dominos,63.34,debit,Restaurants,Credit Card
04-16-2020,Ace Hardware,171.37,debit,Grocery shopping,Credit Card
04-16-2020,Stop and Shop,202.8,debit,Grocery shopping,Credit Card
04-16-2020,Mama-cita,27.75,debit,Restaurants,Credit Card
04-17-2020,Mall,35.48,debit,Shopping,Credit Card
04-17-2020,Credit Transaction,96.86,credit,Dividends,Savings
04-17-2020,Market Basket,206.19,debit,Grocery shopping,Credit Card
04-17-2020,Stop and Shop,210.82,debit,Grocery shopping,Credit Card
04-17-2020,Boston Halal,34.33,debit,Restaurants,Credit Card
04-17-2020,Ice skating,61.47,debit,Entertainment,Credit Card
04-17-2020,StandUp show,21.83,debit,Entertainment,Credit Card
04-18-2020,Boston Shawarma,70.7,debit,Restaurants,Credit Card
04-18-2020,Market Basket,194.79,debit,Grocery shopping,Credit Card
04-19-2020,Lyft,10.32,debit,Travel expenses,Credit Card
04-20-2020,Karaoke,38.3,debit,Entertainment,Credit Card
04-20-2020,Market Basket,162.27,debit,Grocery shopping,Credit Card
04-21-2020,Mall,27.04,debit,Shopping,Credit Card
04-21-2020,Credit Transaction,14.58,credit,Cashback Rewards,Savings
04-21-2020,Trader Joes,217.95,debit,Grocery shopping,Credit Card
04-21-2020,Mama-cita,64.83,debit,Restaurants,Credit Card
04-22-2020,Boston Halal,72.62,debit,Restaurants,Credit Card
04-22-2020,Mall,66.49,debit,Shopping,Credit Card
04-22-2020,MBTA,28.59,debit,Travel expenses,Credit Card
04-22-2020,AMC Boston,63.35,debit,Entertainment,Credit Card
04-22-2020,Amazon,67.38,debit,Shopping,Credit Card
04-22-2020,Credit Transaction,17.05,credit,Cashback Rewards,Savings
04-23-2020,Mall,64.56,debit,Shopping,Credit Card
04-23-2020,Trader Joes,213.86,debit,Grocery shopping,Credit Card
04-23-2020,Amazon,51.18,debit,Shopping,Credit Card
04-24-2020,Lyft,14.15,debit,Travel expenses,Credit Card
04-24-2020,Ace Hardware,180.43,debit,Grocery shopping,Credit Card
04-24-2020,Trader Joes,218.96,debit,Grocery shopping,Credit Card
04-24-2020,Stop and Shop,239.18,debit,Grocery shopping,Credit Card
04-24-2020,Boston Shawarma,28.74,debit,Restaurants,Credit Card
04-24-2020,Mama-cita,39.89,debit,Restaurants,Credit Card
04-24-2020,MBTA,15.7,debit,Travel expenses,Credit Card
04-24-2020,Amazon,54.76,debit,Shopping,Credit Card
04-24-2020,Uber,21.35,debit,Travel expenses,Credit Card
04-25-2020,Boston Halal,61.92,debit,Restaurants,Credit Card
04-25-2020,Temu,20.64,debit,Shopping,Credit Card
04-25-2020,Karaoke,22.09,debit,Entertainment,Credit Card
04-26-2020,Credit Transaction,4.78,credit,Cashback Rewards,Savings
04-26-2020,AMC Boston,64.79,debit,Entertainment,Credit Card
04-27-2020,Boston Halal,75.39,debit,Restaurants,Credit Card
04-27-2020,Ice skating,63.07,debit,Entertainment,Credit Card
04-28-2020,Boston Halal,26.82,debit,Restaurants,Credit Card
04-28-2020,StandUp show,40.23,debit,Entertainment,Credit Card
04-29-2020,Mama-cita,68.03,debit,Restaurants,Credit Card
04-29-2020,Karaoke,32.12,debit,Entertainment,Credit Card
04-29-2020,Amazon,70.81,debit,Shopping,Credit Card
04-30-2020,Stop and Shop,191.27,debit,Grocery shopping,Credit Card
