Date,Description,Amount,Transaction Type,Category,Account Name
02-14-2020,Lyft,25.93,debit,Travel expenses,Credit Card
02-15-2020,Boston Shawarma,27.91,debit,Restaurants,Credit Card
02-15-2020,Mama-cita,34.24,debit,Restaurants,Credit Card
02-15-2020,Market Basket,186.88,debit,Grocery shopping,Credit Card
02-17-2020,Dominos,70.98,debit,Restaurants,Credit Card
02-17-2020,Mama-cita,77.14,debit,Restaurants,Credit Card
02-17-2020,Market Basket,242.69,debit,Grocery shopping,Credit Card
02-17-2020,Stop and Shop,211.56,debit,Grocery shopping,Credit Card
02-17-2020,Trader Joes,207.54,debit,Grocery shopping,Credit Card
02-17-2020,Ace Hardware,186.26,debit,Grocery shopping,Credit Card
02-18-2020,Stop and Shop,203.86,debit,Grocery shopping,Credit Card
02-18-2020,Boston Halal,67.06,debit,Restaurants,Credit Card
02-18-2020,Karaoke,45.46,debit,Entertainment,Credit Card
02-19-2020,Mama-cita,27.68,debit,Restaurants,Credit Card
02-19-2020,Trader Joes,165.71,debit,Grocery shopping,Credit Card
02-19-2020,Stop and Shop,215.42,debit,Grocery shopping,Credit Card
02-19-2020,Ace Hardware,202.88,debit,Grocery shopping,Credit Card
02-20-2020,Market Basket,199.82,debit,Grocery shopping,Credit Card
02-20-2020,Trader Joes,160.32,debit,Grocery shopping,Credit Card
02-20-2020,AMC Boston,47.83,debit,Entertainment,Credit Card
02-20-2020,Ace Hardware,151.53,debit,Grocery shopping,Credit Card
02-20-2020,Amazon,65.31,debit,Shopping,Credit Card
02-20-2020,Lyft,14.11,debit,Travel expenses,Credit Card
02-21-2020,Mall,72.18,debit,Shopping,Credit Card
02-21-2020,StandUp show,42.4,debit,Entertainment,Credit Card
02-22-2020,Trader Joes,215.65,debit,Grocery shopping,Credit Card
02-22-2020,Lyft,27.49,debit,Travel expenses,Credit Card
02-22-2020,Amazon,68.81,debit,Shopping,Credit Card
02-22-2020,Karaoke,26.84,debit,Entertainment,Credit Card
02-22-2020,Stop and Shop,194.19,debit,Grocery shopping,Credit Card
02-23-2020,Karaoke,45.72,debit,Entertainment,Credit Card
02-23-2020,Market Basket,229.07,debit,Grocery shopping,Credit Card
02-23-2020,MBTA,16.43,debit,Travel expenses,Credit Card
02-23-2020,StandUp show,27.24,debit,Entertainment,Credit Card
02-23-2020,AMC Boston,23.9,debit,Entertainment,Credit Card
02-24-2020,Trader Joes,177.14,debit,Grocery shopping,Credit Card
02-24-2020,Credit Transaction,14.37,credit,Cashback Rewards,Savings
02-24-2020,Stop and Shop,169.61,debit,Grocery shopping,Credit Card
02-24-2020,Credit Transaction,15.19,credit,Cashback Rewards,Savings
02-24-2020,Market Basket,232.25,debit,Grocery shopping,Credit Card
02-25-2020,Lyft,27.48,debit,Travel expenses,Credit Card
02-26-2020,Temu,25.53,debit,Shopping,Credit Card
02-26-2020,Mama-cita,64.05,debit,Restaurants,Credit Card
02-26-2020,Boston Halal,59.46,debit,Restaurants,Credit Card
02-27-2020,Ace Hardware,162.57,debit,Grocery shopping,Credit Card
02-27-2020,Market Basket,215.79,debit,Grocery shopping,Credit Card
02-27-2020,MBTA,19.49,debit,Travel expenses,Credit Card
02-28-2020,Ice skating,61.87,debit,Entertainment,Credit Card
02-28-2020,Credit Transaction,4.13,credit,Cashback Rewards,Savings
02-29-2020,Stop and Shop,200.15,debit,Grocery shopping,Credit Card
02-29-2020,Uber,19.13,debit,Travel expenses,Credit Card
02-29-2020,Amazon,53.25,debit,Shopping,Credit Card
02-29-2020,Dominos,30.9,debit,Restaurants,Credit Card
02-29-2020,Lyft,21.91,debit,Travel expenses,Credit Card
03-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
03-01-2020,Eversource Electricity,60.2,debit,Utilities,Checking
03-01-2020,National Grid Gas,74.98,debit,Utilities,Checking
03-01-2020,Heating fuel,238.66,debit,Utilities,Checking
03-01-2020,Trader Joes,248.45,debit,Grocery shopping,Credit Card
03-02-2020,Ice skating,47.94,debit,Entertainment,Credit Card
03-03-2020,Market Basket,241.86,debit,Grocery shopping,Credit Card
03-03-2020,Stop and Shop,179.31,debit,Grocery shopping,Credit Card
03-03-2020,Ace Hardware,193.08,debit,Grocery shopping,Credit Card
03-03-2020,Karaoke,61.83,debit,Entertainment,Credit Card
03-03-2020,Ice skating,25.97,debit,Entertainment,Credit Card
03-03-2020,Amazon,50.18,debit,Shopping,Credit Card
03-04-2020,Lyft,29.13,debit,Travel expenses,Credit Card
03-04-2020,Boston Halal,79.98,debit,Restaurants,Credit Card
03-04-2020,Ice skating,32.94,debit,Entertainment,Credit Card
03-04-2020,Uber,26.68,debit,Travel expenses,Credit Card
03-05-2020,Stop and Shop,177.59,debit,Grocery shopping,Credit Card
03-05-2020,Credit Transaction,159.85,credit,Dividends,Savings
03-05-2020,Market Basket,164.34,debit,Grocery shopping,Credit Card
03-05-2020,Lyft,20.62,debit,Travel expenses,Credit Card
03-05-2020,MBTA,22.16,debit,Travel expenses,Credit Card
03-06-2020,Credit Transaction,16.05,credit,Cashback Rewards,Savings
03-06-2020,Stop and Shop,163.71,debit,Grocery shopping,Credit Card
03-06-2020,Market Basket,183.66,debit,Grocery shopping,Credit Card
03-06-2020,Ace Hardware,197.14,debit,Grocery shopping,Credit Card
03-06-2020,StandUp show,43.15,debit,Entertainment,Credit Card
03-06-2020,Trader Joes,233.37,debit,Grocery shopping,Credit Card
03-06-2020,MBTA,13.03,debit,Travel expenses,Credit Card
03-07-2020,Trader Joes,171.65,debit,Grocery shopping,Credit Card
03-07-2020,Stop and Shop,226.7,debit,Grocery shopping,Credit Card
03-07-2020,Mall,37.9,debit,Shopping,Credit Card
03-08-2020,Lyft,22.97,debit,Travel expenses,Credit Card
03-08-2020,Karaoke,23.38,debit,Entertainment,Credit Card
03-08-2020,StandUp show,44.99,debit,Entertainment,Credit Card
03-08-2020,Trader Joes,227.23,debit,Grocery shopping,Credit Card
03-09-2020,Lyft,28.69,debit,Travel expenses,Credit Card
03-10-2020,Stop and Shop,166.63,debit,Grocery shopping,Credit Card
03-10-2020,StandUp show,65.84,debit,Entertainment,Credit Card
03-11-2020,Ace Hardware,221.86,debit,Grocery shopping,Credit Card
03-11-2020,AMC Boston,46.07,debit,Entertainment,Credit Card
03-11-2020,Boston Shawarma,44.52,debit,Restaurants,Credit Card
03-13-2020,MBTA,28.13,debit,Travel expenses,Credit Card
03-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
03-13-2020,Ace Hardware,191.16,debit,Grocery shopping,Credit Card
03-14-2020,Ice skating,24.0,debit,Entertainment,Credit Card
03-14-2020,Uber,24.79,debit,Travel expenses,Credit Card
03-14-2020,Stop and Shop,160.6,debit,Grocery shopping,Credit Card
03-14-2020,Market Basket,182.02,debit,Grocery shopping,Credit Card
03-14-2020,Amazon,72.37,debit,Shopping,Credit Card
03-14-2020,Ace Hardware,235.41,debit,Grocery shopping,Credit Card
03-15-2020,Uber,22.13,debit,Travel expenses,Credit Card
03-15-2020,Lyft,18.2,debit,Travel expenses,Credit Card
03-16-2020,Credit Transaction,83.82,credit,Dividends,Savings
03-16-2020,Uber,28.82,debit,Travel expenses,Credit Card
03-17-2020,Trader Joes,157.42,debit,Grocery shopping,Credit Card
03-18-2020,MBTA,27.19,debit,Travel expenses,Credit Card
03-19-2020,Stop and Shop,201.72,debit,Grocery shopping,Credit Card
03-19-2020,Temu,67.95,debit,Shopping,Credit Card
03-19-2020,Uber,15.79,debit,Travel expenses,Credit Card
03-19-2020,Ice skating,23.04,debit,Entertainment,Credit Card
03-19-2020,Ace Hardware,194.36,debit,Grocery shopping,Credit Card
03-19-2020,AMC Boston,55.01,debit,Entertainment,Credit Card
03-19-2020,Trader Joes,209.31,debit,Grocery shopping,Credit Card
03-19-2020,StandUp show,47.8,debit,Entertainment,Credit Card
03-20-2020,Market Basket,226.85,debit,Grocery shopping,Credit Card
03-20-2020,Boston Shawarma,33.84,debit,Restaurants,Credit Card
03-20-2020,Trader Joes,199.66,debit,Grocery shopping,Credit Card
03-20-2020,MBTA,21.12,debit,Travel expenses,Credit Card
03-21-2020,MBTA,26.38,debit,Travel expenses,Credit Card
03-21-2020,Amazon,67.46,debit,Shopping,Credit Card
03-22-2020,Lyft,17.74,debit,Travel expenses,Credit Card
03-22-2020,Boston Halal,39.77,debit,Restaurants,Credit Card
03-22-2020,Dominos,41.17,debit,Restaurants,Credit Card
03-22-2020,Mama-cita,74.41,debit,Restaurants,Credit Card
03-22-2020,Boston Shawarma,69.46,debit,Restaurants,Credit Card
03-22-2020,Stop and Shop,221.71,debit,Grocery shopping,Credit Card
03-23-2020,Trader Joes,169.72,debit,Grocery shopping,Credit Card
03-23-2020,Amazon,56.44,debit,Shopping,Credit Card
03-23-2020,AMC Boston,30.98,debit,Entertainment,Credit Card
03-24-2020,MBTA,29.85,debit,Travel expenses,Credit Card
03-24-2020,Ice skating,21.19,debit,Entertainment,Credit Card
03-25-2020,Mama-cita,31.81,debit,Restaurants,Credit Card
03-25-2020,Trader Joes,243.51,debit,Grocery shopping,Credit Card
03-26-2020,Stop and Shop,169.29,debit,Grocery shopping,Credit Card
03-26-2020,Uber,13.36,debit,Travel expenses,Credit Card
03-26-2020,Mama-cita,77.08,debit,Restaurants,Credit Card
03-27-2020,Market Basket,162.56,debit,Grocery shopping,Credit Card
03-27-2020,Lyft,21.3,debit,Travel expenses,Credit Card
03-27-2020,Trader Joes,173.3,debit,Grocery shopping,Credit Card
03-27-2020,Uber,18.75,debit,Travel expenses,Credit Card
03-28-2020,Ace Hardware,192.62,debit,Grocery shopping,Credit Card
03-28-2020,Uber,16.79,debit,Travel expenses,Credit Card
03-28-2020,Market Basket,242.48,debit,Grocery shopping,Credit Card
03-29-2020,Credit Transaction,141.88,credit,Dividends,Savings
03-29-2020,Mama-cita,74.07,debit,Restaurants,Credit Card
03-29-2020,Boston Shawarma,53.46,debit,Restaurants,Credit Card
03-29-2020,Temu,36.07,debit,Shopping,Credit Card
03-29-2020,Amazon,36.64,debit,Shopping,Credit Card
03-29-2020,Stop and Shop,185.82,debit,Grocery shopping,Credit Card
03-29-2020,Ace Hardware,196.12,debit,Grocery shopping,Credit Card
03-29-2020,Trader Joes,174.0,debit,Grocery shopping,Credit Card
03-29-2020,Dominos,29.57,debit,Restaurants,Credit Card
03-30-2020,Stop and Shop,155.87,debit,Grocery shopping,Credit Card
03-30-2020,Ace Hardware,213.58,debit,Grocery shopping,Credit Card
03-30-2020,Trader Joes,199.44,debit,Grocery shopping,Credit Card
03-30-2020,Market Basket,189.35,debit,Grocery shopping,Credit Card
03-31-2020,Boston Shawarma,29.92,debit,Restaurants,Credit Card
03-31-2020,Trader Joes,153.17,debit,Grocery shopping,Credit Card
03-31-2020,Stop and Shop,193.6,debit,Grocery shopping,Credit Card
03-31-2020,Uber,19.89,debit,Travel expenses,Credit Card
04-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
04-01-2020,Eversource Electricity,73.77,debit,Utilities,Checking
04-01-2020,National Grid Gas,76.27,debit,Utilities,Checking
04-01-2020,Heating fuel,211.91,debit,Utilities,Checking
04-01-2020,Mama-cita,31.28,debit,Restaurants,Credit Card
04-01-2020,Trader Joes,179.81,debit,Grocery shopping,Credit Card
04-01-2020,Dominos,67.26,debit,Restaurants,Credit Card
04-02-2020,Boston Shawarma,44.29,debit,Restaurants,Credit Card
04-02-2020,Trader Joes,152.97,debit,Grocery shopping,Credit Card
04-03-2020,Trader Joes,196.14,debit,Grocery shopping,Credit Card
04-04-2020,Karaoke,21.16,debit,Entertainment,Credit Card
04-04-2020,Trader Joes,154.58,debit,Grocery shopping,Credit Card
04-04-2020,Ace Hardware,245.73,debit,Grocery shopping,Credit Card
04-05-2020,Lyft,17.42,debit,Travel expenses,Credit Card
04-05-2020,Stop and Shop,158.25,debit,Grocery shopping,Credit Card
04-05-2020,Boston Halal,64.15,debit,Restaurants,Credit Card
04-05-2020,Market Basket,202.67,debit,Grocery shopping,Credit Card
04-05-2020,Ace Hardware,203.03,debit,Grocery shopping,Credit Card
04-06-2020,Boston Halal,37.2,debit,Restaurants,Credit Card
04-06-2020,Boston Shawarma,75.38,debit,Restaurants,Credit Card
04-06-2020,Market Basket,249.76,debit,Grocery shopping,Credit Card
04-06-2020,Ace Hardware,220.95,debit,Grocery shopping,Credit Card
04-06-2020,Uber,15.09,debit,Travel expenses,Credit Card
04-06-2020,Trader Joes,160.3,debit,Grocery shopping,Credit Card
04-07-2020,Credit Transaction,13.92,credit,Cashback Rewards,Savings
04-08-2020,Boston Halal,59.11,debit,Restaurants,Credit Card
04-08-2020,Trader Joes,157.93,debit,Grocery shopping,Credit Card
04-08-2020,Stop and Shop,187.36,debit,Grocery shopping,Credit Card
04-08-2020,Market Basket,239.18,debit,Grocery shopping,Credit Card
04-08-2020,Amazon,20.5,debit,Shopping,Credit Card
04-08-2020,Ice skating,55.02,debit,Entertainment,Credit Card
04-08-2020,Mama-cita,56.14,debit,Restaurants,Credit Card
04-08-2020,Uber,11.98,debit,Travel expenses,Credit Card
04-09-2020,Market Basket,174.09,debit,Grocery shopping,Credit Card
04-10-2020,Credit Transaction,17.29,credit,Cashback Rewards,Savings
04-10-2020,StandUp show,59.08,debit,Entertainment,Credit Card
04-10-2020,Trader Joes,183.82,debit,Grocery shopping,Credit Card
04-11-2020,Ace Hardware,189.47,debit,Grocery shopping,Credit Card
04-11-2020,StandUp show,40.61,debit,Entertainment,Credit Card
04-11-2020,Amazon,28.96,debit,Shopping,Credit Card
04-12-2020,Credit Transaction,13.45,credit,Cashback Rewards,Savings
04-12-2020,Trader Joes,228.3,debit,Grocery shopping,Credit Card
04-13-2020,Ace Hardware,222.61,debit,Grocery shopping,Credit Card
04-13-2020,Ice skating,66.24,debit,Entertainment,Credit Card
04-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
04-15-2020,Ace Hardware,166.27,debit,Grocery shopping,Credit Card
04-15-2020,Trader Joes,185.38,debit,Grocery shopping,Credit Card
04-15-2020,Stop and Shop,246.32,debit,Grocery shopping,Credit Card
04-15-2020,Credit Transaction,15.87,credit,Cashback Rewards,Savings
04-16-2020,Mall,55.72,debit,Shopping,Credit Card
04-16-2020,Mama-cita,56.66,debit,Restaurants,Credit Card
04-16-2020,Market Basket,233.79,debit,Grocery shopping,Credit Card
04-16-2020,Uber,19.45,debit,Travel expenses,Credit Card
04-17-2020,Trader Joes,186.74,debit,Grocery shopping,Credit Card
04-17-2020,Temu,28.17,debit,Shopping,Credit Card
04-17-2020,Market Basket,211.97,debit,Grocery shopping,Credit Card
04-17-2020,Ace Hardware,235.94,debit,Grocery shopping,Credit Card
04-19-2020,Ace Hardware,231.0,debit,Grocery shopping,Credit Card
04-20-2020,Credit Transaction,3.44,credit,Cashback Rewards,Savings
04-20-2020,Credit Transaction,10.64,credit,Cashback Rewards,Savings
04-20-2020,Karaoke,67.25,debit,Entertainment,Credit Card
04-20-2020,Credit Transaction,11.06,credit,Cashback Rewards,Savings
04-21-2020,AMC Boston,26.61,debit,Entertainment,Credit Card
04-21-2020,Amazon,49.47,debit,Shopping,Credit Card
04-21-2020,Trader Joes,206.1,debit,Grocery shopping,Credit Card
04-21-2020,Market Basket,209.83,debit,Grocery shopping,Credit Card
04-22-2020,Mama-cita,41.13,debit,Restaurants,Credit Card
04-22-2020,Uber,20.06,debit,Travel expenses,Credit Card
04-22-2020,Mall,62.9,debit,Shopping,Credit Card
04-22-2020,MBTA,14.7,debit,Travel expenses,Credit Card
04-23-2020,Dominos,29.18,debit,Restaurants,Credit Card
04-23-2020,Uber,16.42,debit,Travel expenses,Credit Card
04-23-2020,Ace Hardware,230.12,debit,Grocery shopping,Credit Card
04-23-2020,MBTA,27.63,debit,Travel expenses,Credit Card
04-23-2020,Lyft,20.4,debit,Travel expenses,Credit Card
04-23-2020,Stop and Shop,234.38,debit,Grocery shopping,Credit Card
04-24-2020,AMC Boston,36.06,debit,Entertainment,Credit Card
04-25-2020,Karaoke,69.3,debit,Entertainment,Credit Card
04-26-2020,MBTA,12.29,debit,Travel expenses,Credit Card
04-26-2020,Ace Hardware,230.04,debit,Grocery shopping,Credit Card
04-27-2020,Trader Joes,195.66,debit,Grocery shopping,Credit Card
04-28-2020,Stop and Shop,160.04,debit,Grocery shopping,Credit Card
04-28-2020,Amazon,55.24,debit,Shopping,Credit Card
04-28-2020,MBTA,27.61,debit,Travel expenses,Credit Card
04-30-2020,Stop and Shop,218.37,debit,Grocery shopping,Credit Card
05-01-2020,Market Basket,169.02,debit,Grocery shopping,Credit Card
05-01-2020,Boston Halal,49.75,debit,Restaurants,Credit Card
05-01-2020,Stop and Shop,183.47,debit,Grocery shopping,Credit Card
05-01-2020,Trader Joes,210.35,debit,Grocery shopping,Credit Card
05-01-2020,Ace Hardware,231.66,debit,Grocery shopping,Credit Card
05-01-2020,Boston Shawarma,39.19,debit,Restaurants,Credit Card
05-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
05-01-2020,Eversource Electricity,67.31,debit,Utilities,Checking
05-01-2020,National Grid Gas,64.12,debit,Utilities,Checking
05-02-2020,Karaoke,47.85,debit,Entertainment,Credit Card
05-02-2020,Amazon,72.05,debit,Shopping,Credit Card
05-03-2020,Dominos,69.76,debit,Restaurants,Credit Card
05-03-2020,Karaoke,21.91,debit,Entertainment,Credit Card
05-03-2020,Temu,72.74,debit,Shopping,Credit Card
05-03-2020,Trader Joes,249.71,debit,Grocery shopping,Credit Card
05-03-2020,Ace Hardware,246.95,debit,Grocery shopping,Credit Card
05-03-2020,Market Basket,225.53,debit,Grocery shopping,Credit Card
05-03-2020,Boston Halal,51.2,debit,Restaurants,Credit Card
05-03-2020,Stop and Shop,222.71,debit,Grocery shopping,Credit Card
05-03-2020,Lyft,28.96,debit,Travel expenses,Credit Card
05-04-2020,Stop and Shop,222.77,debit,Grocery shopping,Credit Card
05-04-2020,StandUp show,42.27,debit,Entertainment,Credit Card
05-05-2020,Market Basket,183.09,debit,Grocery shopping,Credit Card
05-06-2020,MBTA,14.43,debit,Travel expenses,Credit Card
05-06-2020,Trader Joes,159.92,debit,Grocery shopping,Credit Card
05-06-2020,Amazon,52.04,debit,Shopping,Credit Card
05-06-2020,Stop and Shop,152.77,debit,Grocery shopping,Credit Card
05-06-2020,Market Basket,230.91,debit,Grocery shopping,Credit Card
05-07-2020,Lyft,17.5,debit,Travel expenses,Credit Card
05-07-2020,MBTA,15.2,debit,Travel expenses,Credit Card
