Date,Description,Amount,Transaction Type,Category,Account Name
01-24-2020,Temu,28.95,debit,Shopping,Credit Card
01-24-2020,Amazon,58.17,debit,Shopping,Credit Card
01-26-2020,Boston Halal,71.78,debit,Restaurants,Credit Card
01-26-2020,Uber,10.07,debit,Travel expenses,Credit Card
01-27-2020,Lyft,26.18,debit,Travel expenses,Credit Card
01-28-2020,Boston Halal,61.11,debit,Restaurants,Credit Card
01-28-2020,MBTA,12.65,debit,Travel expenses,Credit Card
01-29-2020,Trader Joes,156.57,debit,Grocery shopping,Credit Card
01-29-2020,Ace Hardware,161.76,debit,Grocery shopping,Credit Card
01-29-2020,Market Basket,243.48,debit,Grocery shopping,Credit Card
01-30-2020,AMC Boston,37.01,debit,Entertainment,Credit Card
01-30-2020,Boston Shawarma,60.85,debit,Restaurants,Credit Card
01-31-2020,Amazon,39.89,debit,Shopping,Credit Card
01-31-2020,StandUp show,23.86,debit,Entertainment,Credit Card
02-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
02-01-2020,Eversource Electricity,60.82,debit,Utilities,Checking
02-01-2020,National Grid Gas,60.48,debit,Utilities,Checking
02-01-2020,Heating fuel,204.66,debit,Utilities,Checking
02-01-2020,Boston Halal,42.16,debit,Restaurants,Credit Card
02-01-2020,Ice skating,50.81,debit,Entertainment,Credit Card
02-01-2020,Lyft,17.63,debit,Travel expenses,Credit Card
02-03-2020,StandUp show,21.64,debit,Entertainment,Credit Card
02-04-2020,Dominos,25.84,debit,Restaurants,Credit Card
02-05-2020,Market Basket,164.66,debit,Grocery shopping,Credit Card
02-05-2020,StandUp show,49.83,debit,Entertainment,Credit Card
02-05-2020,Mall,49.2,debit,Shopping,Credit Card
02-06-2020,Karaoke,44.84,debit,Entertainment,Credit Card
02-07-2020,Stop and Shop,185.5,debit,Grocery shopping,Credit Card
02-08-2020,Boston Shawarma,44.18,debit,Restaurants,Credit Card
02-08-2020,Boston Halal,28.97,debit,Restaurants,Credit Card
02-08-2020,AMC Boston,42.82,debit,Entertainment,Credit Card
02-09-2020,StandUp show,49.13,debit,Entertainment,Credit Card
02-10-2020,Uber,27.69,debit,Travel expenses,Credit Card
02-10-2020,Market Basket,186.79,debit,Grocery shopping,Credit Card
02-11-2020,Boston Halal,42.62,debit,Restaurants,Credit Card
02-11-2020,Uber,23.69,debit,Travel expenses,Credit Card
02-11-2020,Amazon,78.76,debit,Shopping,Credit Card
02-12-2020,Ace Hardware,222.87,debit,Grocery shopping,Credit Card
02-12-2020,Trader Joes,154.93,debit,Grocery shopping,Credit Card
02-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
02-13-2020,Temu,28.87,debit,Shopping,Credit Card
02-14-2020,AMC Boston,44.53,debit,Entertainment,Credit Card
02-15-2020,MBTA,29.53,debit,Travel expenses,Credit Card
02-16-2020,Credit Transaction,5.69,credit,Cashback Rewards,Savings
02-16-2020,Karaoke,48.38,debit,Entertainment,Credit Card
02-17-2020,Ice skating,29.12,debit,Entertainment,Credit Card
02-18-2020,Amazon,63.33,debit,Shopping,Credit Card
02-20-2020,AMC Boston,34.91,debit,Entertainment,Credit Card
02-21-2020,Boston Shawarma,76.01,debit,Restaurants,Credit Card
02-23-2020,StandUp show,33.79,debit,Entertainment,Credit Card
02-23-2020,Temu,48.98,debit,Shopping,Credit Card
02-23-2020,Lyft,24.15,debit,Travel expenses,Credit Card
02-23-2020,Amazon,64.9,debit,Shopping,Credit Card
02-24-2020,StandUp show,57.55,debit,Entertainment,Credit Card
02-25-2020,Boston Shawarma,28.67,debit,Restaurants,Credit Card
02-25-2020,Boston Halal,42.14,debit,Restaurants,Credit Card
02-26-2020,Boston Halal,39.82,debit,Restaurants,Credit Card
02-26-2020,Mama-cita,27.91,debit,Restaurants,Credit Card
02-26-2020,Boston Shawarma,39.88,debit,Restaurants,Credit Card
02-26-2020,Dominos,29.93,debit,Restaurants,Credit Card
02-28-2020,Mall,70.54,debit,Shopping,Credit Card
02-28-2020,MBTA,14.69,debit,Travel expenses,Credit Card
02-28-2020,Boston Halal,58.16,debit,Restaurants,Credit Card
02-29-2020,Mama-cita,41.31,debit,Restaurants,Credit Card
03-01-2020,Karaoke,39.89,debit,Entertainment,Credit Card
03-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
03-01-2020,Eversource Electricity,69.04,debit,Utilities,Checking
03-01-2020,National Grid Gas,54.1,debit,Utilities,Checking
03-01-2020,Heating fuel,208.14,debit,Utilities,Checking
03-02-2020,Temu,73.99,debit,Shopping,Credit Card
03-02-2020,Boston Shawarma,32.16,debit,Restaurants,Credit Card
03-03-2020,Mall,79.4,debit,Shopping,Credit Card
03-04-2020,Dominos,59.45,debit,Restaurants,Credit Card
03-04-2020,Temu,64.93,debit,Shopping,Credit Card
03-05-2020,Lyft,26.15,debit,Travel expenses,Credit Card
03-05-2020,MBTA,22.32,debit,Travel expenses,Credit Card
03-06-2020,Dominos,52.89,debit,Restaurants,Credit Card
03-07-2020,Lyft,18.55,debit,Travel expenses,Credit Card
03-08-2020,Dominos,67.94,debit,Restaurants,Credit Card
03-09-2020,Credit Transaction,17.21,credit,Cashback Rewards,Savings
03-10-2020,Temu,46.09,debit,Shopping,Credit Card
03-10-2020,Amazon,42.31,debit,Shopping,Credit Card
03-11-2020,AMC Boston,60.26,debit,Entertainment,Credit Card
03-12-2020,Boston Shawarma,60.03,debit,Restaurants,Credit Card
03-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
03-14-2020,Karaoke,35.64,debit,Entertainment,Credit Card
03-15-2020,Temu,78.9,debit,Shopping,Credit Card
03-15-2020,Mall,73.54,debit,Shopping,Credit Card
03-18-2020,Mama-cita,42.58,debit,Restaurants,Credit Card
03-19-2020,Temu,63.1,debit,Shopping,Credit Card
03-19-2020,Trader Joes,233.21,debit,Grocery shopping,Credit Card
03-20-2020,Market Basket,192.73,debit,Grocery shopping,Credit Card
03-21-2020,StandUp show,25.01,debit,Entertainment,Credit Card
03-23-2020,MBTA,24.28,debit,Travel expenses,Credit Card
03-24-2020,Credit Transaction,18.55,credit,Cashback Rewards,Savings
03-24-2020,Trader Joes,150.67,debit,Grocery shopping,Credit Card
03-25-2020,Trader Joes,160.03,debit,Grocery shopping,Credit Card
03-25-2020,Mall,40.52,debit,Shopping,Credit Card
03-25-2020,Mama-cita,27.35,debit,Restaurants,Credit Card
03-25-2020,AMC Boston,32.6,debit,Entertainment,Credit Card
03-28-2020,Amazon,49.55,debit,Shopping,Credit Card
03-28-2020,Mama-cita,69.91,debit,Restaurants,Credit Card
03-29-2020,Mama-cita,68.21,debit,Restaurants,Credit Card
03-29-2020,Trader Joes,167.22,debit,Grocery shopping,Credit Card
03-29-2020,Lyft,20.51,debit,Travel expenses,Credit Card
03-31-2020,Market Basket,167.68,debit,Grocery shopping,Credit Card
03-31-2020,Boston Halal,35.89,debit,Restaurants,Credit Card
04-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
04-01-2020,Eversource Electricity,53.44,debit,Utilities,Checking
04-01-2020,National Grid Gas,69.55,debit,Utilities,Checking
04-01-2020,Heating fuel,207.25,debit,Utilities,Checking
04-01-2020,Credit Transaction,102.47,credit,Dividends,Savings
04-01-2020,Trader Joes,213.76,debit,Grocery shopping,Credit Card
04-02-2020,Temu,41.04,debit,Shopping,Credit Card
04-02-2020,Dominos,41.77,debit,Restaurants,Credit Card
04-03-2020,Ace Hardware,230.2,debit,Grocery shopping,Credit Card
04-03-2020,Credit Transaction,5.18,credit,Cashback Rewards,Savings
04-03-2020,Trader Joes,203.47,debit,Grocery shopping,Credit Card
04-04-2020,Mama-cita,72.79,debit,Restaurants,Credit Card
04-05-2020,Credit Transaction,14.89,credit,Cashback Rewards,Savings
04-06-2020,Uber,27.33,debit,Travel expenses,Credit Card
04-07-2020,MBTA,20.31,debit,Travel expenses,Credit Card
04-07-2020,Market Basket,241.33,debit,Grocery shopping,Credit Card
04-08-2020,Mall,51.57,debit,Shopping,Credit Card
04-08-2020,Dominos,29.27,debit,Restaurants,Credit Card
04-09-2020,Lyft,20.9,debit,Travel expenses,Credit Card
04-11-2020,Mall,65.93,debit,Shopping,Credit Card
04-11-2020,Boston Halal,76.12,debit,Restaurants,Credit Card
04-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
04-15-2020,Karaoke,40.97,debit,Entertainment,Credit Card
04-17-2020,AMC Boston,35.76,debit,Entertainment,Credit Card
04-18-2020,Boston Shawarma,44.59,debit,Restaurants,Credit Card
04-20-2020,Boston Shawarma,53.95,debit,Restaurants,Credit Card
04-22-2020,Temu,67.37,debit,Shopping,Credit Card
04-22-2020,Lyft,19.3,debit,Travel expenses,Credit Card
04-24-2020,Boston Shawarma,71.82,debit,Restaurants,Credit Card
04-25-2020,Boston Shawarma,77.62,debit,Restaurants,Credit Card
04-25-2020,Ice skating,60.48,debit,Entertainment,Credit Card
04-25-2020,Ace Hardware,246.53,debit,Grocery shopping,Credit Card
04-26-2020,Boston Halal,41.03,debit,Restaurants,Credit Card
04-28-2020,MBTA,23.93,debit,Travel expenses,Credit Card
04-28-2020,Lyft,25.92,debit,Travel expenses,Credit Card
04-28-2020,Trader Joes,226.76,debit,Grocery shopping,Credit Card
04-30-2020,Trader Joes,183.37,debit,Grocery shopping,Credit Card
05-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
05-01-2020,Eversource Electricity,78.65,debit,Utilities,Checking
05-01-2020,National Grid Gas,70.3,debit,Utilities,Checking
05-01-2020,MBTA,15.41,debit,Travel expenses,Credit Card
05-03-2020,Market Basket,158.77,debit,Grocery shopping,Credit Card
05-03-2020,Karaoke,23.27,debit,Entertainment,Credit Card
05-04-2020,Ace Hardware,175.36,debit,Grocery shopping,Credit Card
05-06-2020,Mama-cita,65.57,debit,Restaurants,Credit Card
05-06-2020,Boston Halal,77.66,debit,Restaurants,Credit Card
05-07-2020,Karaoke,37.5,debit,Entertainment,Credit Card
05-07-2020,MBTA,29.1,debit,Travel expenses,Credit Card
05-08-2020,StandUp show,35.59,debit,Entertainment,Credit Card
05-08-2020,Amazon,41.3,debit,Shopping,Credit Card
05-08-2020,MBTA,15.11,debit,Travel expenses,Credit Card
05-08-2020,Uber,27.11,debit,Travel expenses,Credit Card
05-08-2020,Mall,67.02,debit,Shopping,Credit Card
05-08-2020,Boston Halal,74.15,debit,Restaurants,Credit Card
05-10-2020,Stop and Shop,231.09,debit,Grocery shopping,Credit Card
05-10-2020,Lyft,22.41,debit,Travel expenses,Credit Card
05-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
05-15-2020,Lyft,21.86,debit,Travel expenses,Credit Card
05-15-2020,Trader Joes,176.84,debit,Grocery shopping,Credit Card
05-15-2020,Mama-cita,63.04,debit,Restaurants,Credit Card
05-16-2020,Trader Joes,162.98,debit,Grocery shopping,Credit Card
05-16-2020,MBTA,16.34,debit,Travel expenses,Credit Card
05-17-2020,Amazon,21.36,debit,Shopping,Credit Card
05-18-2020,Amazon,32.27,debit,Shopping,Credit Card
05-19-2020,Uber,16.32,debit,Travel expenses,Credit Card
05-21-2020,Ace Hardware,224.08,debit,Grocery shopping,Credit Card
05-22-2020,Temu,28.55,debit,Shopping,Credit Card
05-22-2020,Boston Halal,49.22,debit,Restaurants,Credit Card
05-23-2020,AMC Boston,23.04,debit,Entertainment,Credit Card
05-23-2020,Amazon,62.4,debit,Shopping,Credit Card
05-23-2020,Dominos,36.76,debit,Restaurants,Credit Card
05-25-2020,Boston Halal,51.08,debit,Restaurants,Credit Card
05-25-2020,AMC Boston,37.02,debit,Entertainment,Credit Card
05-26-2020,AMC Boston,61.1,debit,Entertainment,Credit Card
05-27-2020,Uber,12.02,debit,Travel expenses,Credit Card
05-28-2020,Mama-cita,72.82,debit,Restaurants,Credit Card
05-29-2020,MBTA,10.4,debit,Travel expenses,Credit Card
05-29-2020,Temu,33.03,debit,Shopping,Credit Card
05-29-2020,Mall,52.09,debit,Shopping,Credit Card
05-30-2020,Boston Shawarma,61.68,debit,Restaurants,Credit Card
05-30-2020,Karaoke,24.02,debit,Entertainment,Credit Card
06-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
06-01-2020,Eversource Electricity,72.23,debit,Utilities,Checking
06-01-2020,National Grid Gas,78.48,debit,Utilities,Checking
06-02-2020,Temu,36.82,debit,Shopping,Credit Card
06-05-2020,Stop and Shop,153.98,debit,Grocery shopping,Credit Card
06-05-2020,AMC Boston,47.46,debit,Entertainment,Credit Card
06-06-2020,Boston Halal,76.46,debit,Restaurants,Credit Card
06-06-2020,Trader Joes,197.05,debit,Grocery shopping,Credit Card
06-07-2020,Boston Halal,47.7,debit,Restaurants,Credit Card
06-08-2020,Trader Joes,190.61,debit,Grocery shopping,Credit Card
06-08-2020,Market Basket,209.7,debit,Grocery shopping,Credit Card
06-10-2020,Ace Hardware,184.57,debit,Grocery shopping,Credit Card
06-11-2020,Trader Joes,179.48,debit,Grocery shopping,Credit Card
06-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
06-13-2020,Boston Shawarma,66.0,debit,Restaurants,Credit Card
06-13-2020,Amazon,35.01,debit,Shopping,Credit Card
06-14-2020,Dominos,73.94,debit,Restaurants,Credit Card
06-14-2020,Stop and Shop,157.78,debit,Grocery shopping,Credit Card
06-15-2020,Credit Transaction,13.76,credit,Cashback Rewards,Savings
06-15-2020,Ace Hardware,208.72,debit,Grocery shopping,Credit Card
06-15-2020,MBTA,28.0,debit,Travel expenses,Credit Card
06-16-2020,Mama-cita,50.34,debit,Restaurants,Credit Card
06-16-2020,Temu,71.24,debit,Shopping,Credit Card
06-16-2020,Uber,26.98,debit,Travel expenses,Credit Card
06-17-2020,Dominos,64.72,debit,Restaurants,Credit Card
06-19-2020,Karaoke,49.78,debit,Entertainment,Credit Card
06-21-2020,Stop and Shop,194.61,debit,Grocery shopping,Credit Card
06-23-2020,Dominos,78.36,debit,Restaurants,Credit Card
06-24-2020,Credit Transaction,112.15,credit,Dividends,Savings
06-28-2020,Boston Shawarma,30.07,debit,Restaurants,Credit Card
06-28-2020,Dominos,31.36,debit,Restaurants,Credit Card
06-30-2020,Uber,28.94,debit,Travel expenses,Credit Card
07-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
07-01-2020,Eversource Electricity,61.1,debit,Utilities,Checking
07-01-2020,National Grid Gas,77.67,debit,Utilities,Checking
07-02-2020,Ace Hardware,221.27,debit,Grocery shopping,Credit Card
07-03-2020,Temu,32.45,debit,Shopping,Credit Card
07-05-2020,MBTA,12.07,debit,Travel expenses,Credit Card
07-05-2020,Uber,19.91,debit,Travel expenses,Credit Card
07-05-2020,Amazon,54.29,debit,Shopping,Credit Card
07-07-2020,Dominos,35.81,debit,Restaurants,Credit Card
07-08-2020,Mama-cita,63.3,debit,Restaurants,Credit Card
07-08-2020,Dominos,67.06,debit,Restaurants,Credit Card
07-09-2020,Amazon,53.43,debit,Shopping,Credit Card
07-09-2020,Boston Halal,51.68,debit,Restaurants,Credit Card
07-10-2020,Ice skating,42.71,debit,Entertainment,Credit Card
07-11-2020,Uber,14.49,debit,Travel expenses,Credit Card
07-11-2020,Lyft,16.54,debit,Travel expenses,Credit Card
07-13-2020,Boston Shawarma,31.98,debit,Restaurants,Credit Card
07-13-2020,Ace Hardware,223.54,debit,Grocery shopping,Credit Card
07-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
07-14-2020,Ace Hardware,161.98,debit,Grocery shopping,Credit Card
07-14-2020,Stop and Shop,166.29,debit,Grocery shopping,Credit Card
07-15-2020,Mama-cita,29.89,debit,Restaurants,Credit Card
07-16-2020,Credit Transaction,172.28,credit,Dividends,Savings
07-17-2020,Mama-cita,68.62,debit,Restaurants,Credit Card
07-17-2020,Boston Halal,64.14,debit,Restaurants,Credit Card
07-18-2020,AMC Boston,40.25,debit,Entertainment,Credit Card
07-18-2020,Credit Transaction,4.05,credit,Cashback Rewards,Savings
07-18-2020,Temu,35.21,debit,Shopping,Credit Card
07-18-2020,Mama-cita,41.56,debit,Restaurants,Credit Card
07-19-2020,Uber,24.34,debit,Travel expenses,Credit Card
07-19-2020,Boston Shawarma,65.58,debit,Restaurants,Credit Card
07-20-2020,Temu,23.85,debit,Shopping,Credit Card
07-20-2020,Dominos,66.44,debit,Restaurants,Credit Card
07-20-2020,AMC Boston,44.24,debit,Entertainment,Credit Card
07-21-2020,Karaoke,55.14,debit,Entertainment,Credit Card
07-21-2020,AMC Boston,60.95,debit,Entertainment,Credit Card
07-21-2020,Mall,78.75,debit,Shopping,Credit Card
07-23-2020,Uber,25.38,debit,Travel expenses,Credit Card
07-24-2020,Karaoke,47.57,debit,Entertainment,Credit Card
07-24-2020,Mall,34.09,debit,Shopping,Credit Card
07-25-2020,Ace Hardware,216.42,debit,Grocery shopping,Credit Card
07-26-2020,Boston Shawarma,32.31,debit,Restaurants,Credit Card
07-26-2020,Temu,60.57,debit,Shopping,Credit Card
07-27-2020,MBTA,18.4,debit,Travel expenses,Credit Card
07-28-2020,Ice skating,20.11,debit,Entertainment,Credit Card
07-29-2020,Temu,75.59,debit,Shopping,Credit Card
07-31-2020,Boston Halal,46.22,debit,Restaurants,Credit Card
07-31-2020,Lyft,10.05,debit,Travel expenses,Credit Card
08-01-2020,Mama-cita,32.08,debit,Restaurants,Credit Card
08-01-2020,Rent/ Mortgage,1400.0,debit,Mortgage & Rent,Savings
08-01-2020,Eversource Electricity,61.34,debit,Utilities,Checking
08-01-2020,National Grid Gas,75.57,debit,Utilities,Checking
08-01-2020,Ace Hardware,172.88,debit,Grocery shopping,Credit Card
08-02-2020,Uber,25.35,debit,Travel expenses,Credit Card
08-02-2020,MBTA,13.47,debit,Travel expenses,Credit Card
08-05-2020,Mall,36.22,debit,Shopping,Credit Card
08-06-2020,Boston Halal,74.38,debit,Restaurants,Credit Card
08-07-2020,Mama-cita,57.23,debit,Restaurants,Credit Card
08-07-2020,MBTA,21.77,debit,Travel expenses,Credit Card
08-08-2020,Dominos,62.38,debit,Restaurants,Credit Card
08-08-2020,Market Basket,158.18,debit,Grocery shopping,Credit Card
08-10-2020,Mall,62.5,debit,Shopping,Credit Card
08-10-2020,Amazon,37.55,debit,Shopping,Credit Card
08-11-2020,Stop and Shop,228.45,debit,Grocery shopping,Credit Card
08-11-2020,Boston Shawarma,68.36,debit,Restaurants,Credit Card
08-12-2020,Credit Transaction,3.95,credit,Cashback Rewards,Savings
08-12-2020,Boston Halal,32.26,debit,Restaurants,Credit Card
08-13-2020,MBTA,20.39,debit,Travel expenses,Credit Card
08-13-2020,Lyft,25.67,debit,Travel expenses,Credit Card
08-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
08-13-2020,Uber,11.94,debit,Travel expenses,Credit Card
08-13-2020,Boston Shawarma,79.63,debit,Restaurants,Credit Card
08-14-2020,Karaoke,22.64,debit,Entertainment,Credit Card
08-14-2020,AMC Boston,23.51,debit,Entertainment,Credit Card
08-15-2020,Mama-cita,75.22,debit,Restaurants,Credit Card
08-15-2020,Ice skating,60.15,debit,Entertainment,Credit Card
08-16-2020,Market Basket,202.31,debit,Grocery shopping,Credit Card
08-16-2020,Boston Shawarma,62.17,debit,Restaurants,Credit Card
08-16-2020,Lyft,12.26,debit,Travel expenses,Credit Card
08-16-2020,Uber,15.85,debit,Travel expenses,Credit Card
08-20-2020,Mama-cita,46.23,debit,Restaurants,Credit Card
08-20-2020,Ace Hardware,173.64,debit,Grocery shopping,Credit Card
08-21-2020,Temu,20.04,debit,Shopping,Credit Card
08-21-2020,StandUp show,61.79,debit,Entertainment,Credit Card
08-25-2020,Ice skating,52.99,debit,Entertainment,Credit Card
08-25-2020,Trader Joes,166.49,debit,Grocery shopping,Credit Card
08-25-2020,Mall,64.74,debit,Shopping,Credit Card
08-26-2020,Karaoke,41.4,debit,Entertainment,Credit Card
08-28-2020,Dominos,56.51,debit,Restaurants,Credit Card
08-29-2020,AMC Boston,50.75,debit,Entertainment,Credit Card
08-29-2020,Temu,61.11,debit,Shopping,Credit Card
08-31-2020,Credit Transaction,110.38,credit,Dividends,Savings
09-01-2020,Boston Halal,41.05,debit,Restaurants,Credit Card
09-01-2020,Rent/ Mortgage,1500.0,debit,Mortgage & Rent,Savings
09-01-2020,Eversource Electricity,63.33,debit,Utilities,Checking
09-01-2020,National Grid Gas,56.83,debit,Utilities,Checking
09-01-2020,Temu,30.05,debit,Shopping,Credit Card
09-02-2020,Amazon,21.0,debit,Shopping,Credit Card
09-02-2020,Lyft,15.78,debit,Travel expenses,Credit Card
09-02-2020,Dominos,35.74,debit,Restaurants,Credit Card
09-03-2020,AMC Boston,64.85,debit,Entertainment,Credit Card
09-03-2020,Market Basket,203.63,debit,Grocery shopping,Credit Card
09-04-2020,Mall,61.69,debit,Shopping,Credit Card
09-04-2020,Trader Joes,208.63,debit,Grocery shopping,Credit Card
09-05-2020,Uber,22.73,debit,Travel expenses,Credit Card
09-07-2020,Market Basket,246.51,debit,Grocery shopping,Credit Card
09-08-2020,Dominos,55.16,debit,Restaurants,Credit Card
09-10-2020,Market Basket,221.57,debit,Grocery shopping,Credit Card
09-10-2020,Credit Transaction,4.38,credit,Cashback Rewards,Savings
09-11-2020,Uber,25.58,debit,Travel expenses,Credit Card
09-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
09-13-2020,Ice skating,40.97,debit,Entertainment,Credit Card
09-13-2020,Amazon,47.76,debit,Shopping,Credit Card
09-14-2020,Ice skating,35.06,debit,Entertainment,Credit Card
09-14-2020,Uber,18.81,debit,Travel expenses,Credit Card
09-14-2020,Dominos,35.16,debit,Restaurants,Credit Card
09-16-2020,AMC Boston,47.98,debit,Entertainment,Credit Card
09-17-2020,Boston Shawarma,56.58,debit,Restaurants,Credit Card
09-18-2020,Lyft,25.94,debit,Travel expenses,Credit Card
09-18-2020,Dominos,62.3,debit,Restaurants,Credit Card
09-19-2020,Credit Transaction,12.52,credit,Cashback Rewards,Savings
09-20-2020,Uber,10.22,debit,Travel expenses,Credit Card
09-22-2020,Uber,26.67,debit,Travel expenses,Credit Card
09-22-2020,Stop and Shop,225.38,debit,Grocery shopping,Credit Card
09-22-2020,Lyft,17.97,debit,Travel expenses,Credit Card
09-22-2020,MBTA,22.08,debit,Travel expenses,Credit Card
09-23-2020,Stop and Shop,200.87,debit,Grocery shopping,Credit Card
09-24-2020,Lyft,19.45,debit,Travel expenses,Credit Card
09-25-2020,Boston Shawarma,48.33,debit,Restaurants,Credit Card
09-26-2020,MBTA,28.61,debit,Travel expenses,Credit Card
09-27-2020,Boston Halal,29.69,debit,Restaurants,Credit Card
09-28-2020,Uber,20.16,debit,Travel expenses,Credit Card
09-28-2020,AMC Boston,48.32,debit,Entertainment,Credit Card
09-30-2020,Mall,54.67,debit,Shopping,Credit Card
09-30-2020,StandUp show,52.29,debit,Entertainment,Credit Card
10-01-2020,Rent/ Mortgage,1500.0,debit,Mortgage & Rent,Savings
10-01-2020,Eversource Electricity,55.44,debit,Utilities,Checking
10-01-2020,National Grid Gas,65.64,debit,Utilities,Checking
10-01-2020,Heating fuel,184.69,debit,Utilities,Checking
10-02-2020,Mama-cita,26.84,debit,Restaurants,Credit Card
10-03-2020,Temu,76.42,debit,Shopping,Credit Card
10-04-2020,Mama-cita,44.34,debit,Restaurants,Credit Card
10-04-2020,Temu,49.06,debit,Shopping,Credit Card
10-07-2020,Boston Shawarma,70.38,debit,Restaurants,Credit Card
10-07-2020,MBTA,21.36,debit,Travel expenses,Credit Card
10-08-2020,Lyft,19.41,debit,Travel expenses,Credit Card
10-08-2020,Stop and Shop,182.23,debit,Grocery shopping,Credit Card
10-10-2020,Lyft,20.17,debit,Travel expenses,Credit Card
10-11-2020,Mama-cita,37.7,debit,Restaurants,Credit Card
10-11-2020,MBTA,26.88,debit,Travel expenses,Credit Card
10-12-2020,Boston Halal,55.52,debit,Restaurants,Credit Card
10-12-2020,MBTA,10.29,debit,Travel expenses,Credit Card
10-12-2020,Ace Hardware,180.99,debit,Grocery shopping,Credit Card
10-12-2020,Mama-cita,45.9,debit,Restaurants,Credit Card
10-13-2020,Monthly direct deposit - Salary,6000.0,credit,Salary,Savings
10-13-2020,Lyft,22.77,debit,Travel expenses,Credit Card
10-13-2020,Boston Halal,29.64,debit,Restaurants,Credit Card
10-14-2020,Stop and Shop,186.2,debit,Grocery shopping,Credit Card
10-14-2020,Mall,62.29,debit,Shopping,Credit Card
10-16-2020,Ice skating,58.14,debit,Entertainment,Credit Card
10-17-2020,Boston Halal,43.13,debit,Restaurants,Credit Card
10-18-2020,Lyft,20.86,debit,Travel expenses,Credit Card
10-18-2020,Uber,20.19,debit,Travel expenses,Credit Card
10-19-2020,StandUp show,53.05,debit,Entertainment,Credit Card
10-19-2020,Lyft,27.33,debit,Travel expenses,Credit Card
10-20-2020,Boston Halal,51.39,debit,Restaurants,Credit Card
10-20-2020,StandUp show,25.79,debit,Entertainment,Credit Card
10-21-2020,Mall,65.76,debit,Shopping,Credit Card
10-21-2020,Temu,72.21,debit,Shopping,Credit Card
10-23-2020,AMC Boston,56.4,debit,Entertainment,Credit Card
10-24-2020,StandUp show,60.88,debit,Entertainment,Credit Card
10-25-2020,Mama-cita,78.58,debit,Restaurants,Credit Card
10-26-2020,Dominos,60.32,debit,Restaurants,Credit Card
