Date,Description,Amount,Transaction Type,Category,Account Name
01-10-2020,Amazon,26.17,debit,Shopping,Credit Card
01-10-2020,Lyft,22.54,debit,Travel expenses,Credit Card
01-10-2020,Temu,48.46,debit,Shopping,Credit Card
01-11-2020,Dominos,51.63,debit,Restaurants,Credit Card
01-11-2020,Lyft,26.83,debit,Travel expenses,Credit Card
01-11-2020,Stop and Shop,237.09,debit,Grocery shopping,Credit Card
01-12-2020,Dominos,71.7,debit,Restaurants,Credit Card
01-12-2020,Market Basket,153.05,debit,Grocery shopping,Credit Card
01-13-2020,Temu,54.84,debit,Shopping,Credit Card
01-13-2020,Ace Hardware,154.05,debit,Grocery shopping,Credit Card
01-13-2020,Market Basket,174.95,debit,Grocery shopping,Credit Card
01-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
01-13-2020,Stop and Shop,210.27,debit,Grocery shopping,Credit Card
01-14-2020,Temu,56.09,debit,Shopping,Credit Card
01-14-2020,Boston Halal,40.9,debit,Restaurants,Credit Card
01-15-2020,Ace Hardware,223.52,debit,Grocery shopping,Credit Card
01-15-2020,Credit Transaction,102.35,credit,Dividends,Savings
01-15-2020,Mall,70.92,debit,Shopping,Credit Card
01-15-2020,Uber,13.73,debit,Travel expenses,Credit Card
01-15-2020,StandUp show,21.73,debit,Entertainment,Credit Card
01-16-2020,MBTA,19.78,debit,Travel expenses,Credit Card
01-16-2020,Mama-cita,65.25,debit,Restaurants,Credit Card
01-16-2020,Dominos,69.95,debit,Restaurants,Credit Card
01-16-2020,Credit Transaction,16.24,credit,Cashback Rewards,Savings
01-17-2020,Temu,46.22,debit,Shopping,Credit Card
01-18-2020,Market Basket,163.96,debit,Grocery shopping,Credit Card
01-19-2020,Boston Halal,39.79,debit,Restaurants,Credit Card
01-19-2020,Trader Joes,249.63,debit,Grocery shopping,Credit Card
01-20-2020,Mama-cita,46.1,debit,Restaurants,Credit Card
01-20-2020,MBTA,14.43,debit,Travel expenses,Credit Card
01-21-2020,Amazon,61.32,debit,Shopping,Credit Card
01-21-2020,Boston Halal,44.3,debit,Restaurants,Credit Card
01-21-2020,Uber,11.52,debit,Travel expenses,Credit Card
01-22-2020,Mall,71.33,debit,Shopping,Credit Card
01-22-2020,Stop and Shop,191.07,debit,Grocery shopping,Credit Card
01-22-2020,Credit Transaction,7.9,credit,Cashback Rewards,Savings
01-22-2020,Trader Joes,156.68,debit,Grocery shopping,Credit Card
01-23-2020,Dominos,42.16,debit,Restaurants,Credit Card
01-23-2020,Lyft,17.24,debit,Travel expenses,Credit Card
01-23-2020,Temu,49.8,debit,Shopping,Credit Card
01-23-2020,MBTA,19.82,debit,Travel expenses,Credit Card
01-23-2020,Mama-cita,56.39,debit,Restaurants,Credit Card
01-24-2020,Amazon,69.15,debit,Shopping,Credit Card
01-24-2020,Stop and Shop,160.01,debit,Grocery shopping,Credit Card
01-24-2020,Boston Halal,66.99,debit,Restaurants,Credit Card
01-24-2020,Market Basket,150.76,debit,Grocery shopping,Credit Card
01-24-2020,Mama-cita,53.86,debit,Restaurants,Credit Card
01-25-2020,Trader Joes,249.14,debit,Grocery shopping,Credit Card
01-25-2020,Mall,20.87,debit,Shopping,Credit Card
01-26-2020,Credit Transaction,11.17,credit,Cashback Rewards,Savings
01-26-2020,MBTA,25.55,debit,Travel expenses,Credit Card
01-26-2020,Trader Joes,156.75,debit,Grocery shopping,Credit Card
01-26-2020,Ace Hardware,241,debit,Grocery shopping,Credit Card
01-26-2020,AMC Boston,35.86,debit,Entertainment,Credit Card
01-27-2020,Ice skating,25.41,debit,Entertainment,Credit Card
01-28-2020,AMC Boston,64.27,debit,Entertainment,Credit Card
01-28-2020,Boston Shawarma,74.33,debit,Restaurants,Credit Card
01-28-2020,Mall,78.91,debit,Shopping,Credit Card
01-28-2020,StandUp show,28.76,debit,Entertainment,Credit Card
01-28-2020,Amazon,74.58,debit,Shopping,Credit Card
01-28-2020,Ace Hardware,198.89,debit,Grocery shopping,Credit Card
01-29-2020,Temu,72.43,debit,Shopping,Credit Card
01-29-2020,Dominos,35.74,debit,Restaurants,Credit Card
01-29-2020,Trader Joes,171.06,debit,Grocery shopping,Credit Card
01-29-2020,StandUp show,43.07,debit,Entertainment,Credit Card
01-29-2020,Mama-cita,49.11,debit,Restaurants,Credit Card
01-29-2020,Stop and Shop,211.53,debit,Grocery shopping,Credit Card
01-30-2020,Boston Shawarma,44.62,debit,Restaurants,Credit Card
01-30-2020,Market Basket,233.64,debit,Grocery shopping,Credit Card
01-30-2020,Stop and Shop,196.19,debit,Grocery shopping,Credit Card
01-30-2020,Lyft,18.96,debit,Travel expenses,Credit Card
01-30-2020,Temu,73.51,debit,Shopping,Credit Card
01-30-2020,Mall,28.57,debit,Shopping,Credit Card
01-30-2020,Trader Joes,225.64,debit,Grocery shopping,Credit Card
01-30-2020,Boston Halal,66.13,debit,Restaurants,Credit Card
01-30-2020,AMC Boston,68.89,debit,Entertainment,Credit Card
01-30-2020,Ace Hardware,224.77,debit,Grocery shopping,Credit Card
01-31-2020,Market Basket,213.34,debit,Grocery shopping,Credit Card
01-31-2020,AMC Boston,68.12,debit,Entertainment,Credit Card
02-01-2020,Rent/ Mortgage,1400,debit,Mortgage & Rent,Savings
02-01-2020,Eversource Electricity,77,debit,Utilities,Checking
02-01-2020,National Grid Gas,65.55,debit,Utilities,Checking
02-01-2020,Heating fuel,211.11,debit,Utilities,Checking
02-01-2020,MBTA,28.37,debit,Travel expenses,Credit Card
02-01-2020,Boston Shawarma,28.74,debit,Restaurants,Credit Card
02-01-2020,Mall,64.4,debit,Shopping,Credit Card
02-02-2020,Credit Transaction,14.39,credit,Cashback Rewards,Savings
02-02-2020,Mall,24.94,debit,Shopping,Credit Card
02-02-2020,Trader Joes,249.73,debit,Grocery shopping,Credit Card
02-03-2020,StandUp show,58.32,debit,Entertainment,Credit Card
02-03-2020,MBTA,25.12,debit,Travel expenses,Credit Card
02-04-2020,MBTA,25.33,debit,Travel expenses,Credit Card
02-04-2020,Boston Halal,79.75,debit,Restaurants,Credit Card
02-04-2020,Amazon,71.04,debit,Shopping,Credit Card
02-04-2020,Dominos,76.16,debit,Restaurants,Credit Card
02-05-2020,Boston Shawarma,30.98,debit,Restaurants,Credit Card
02-05-2020,Ace Hardware,200.99,debit,Grocery shopping,Credit Card
02-05-2020,Credit Transaction,11.53,credit,Cashback Rewards,Savings
02-06-2020,Boston Shawarma,45.02,debit,Restaurants,Credit Card
02-06-2020,Ace Hardware,231.57,debit,Grocery shopping,Credit Card
02-06-2020,Market Basket,202.3,debit,Grocery shopping,Credit Card
02-07-2020,AMC Boston,52.1,debit,Entertainment,Credit Card
02-07-2020,Boston Shawarma,71.8,debit,Restaurants,Credit Card
02-07-2020,Mall,75.19,debit,Shopping,Credit Card
02-07-2020,Market Basket,235.88,debit,Grocery shopping,Credit Card
02-07-2020,Temu,75.79,debit,Shopping,Credit Card
02-07-2020,Ice skating,53.41,debit,Entertainment,Credit Card
02-08-2020,Credit Transaction,15.89,credit,Cashback Rewards,Savings
02-08-2020,Dominos,56.91,debit,Restaurants,Credit Card
02-08-2020,Trader Joes,197.04,debit,Grocery shopping,Credit Card
02-08-2020,Ace Hardware,226.71,debit,Grocery shopping,Credit Card
02-08-2020,Amazon,49.61,debit,Shopping,Credit Card
02-08-2020,Stop and Shop,200.65,debit,Grocery shopping,Credit Card
02-09-2020,Credit Transaction,4.53,credit,Cashback Rewards,Savings
02-09-2020,Credit Transaction,8.65,credit,Cashback Rewards,Savings
02-09-2020,Ace Hardware,233.08,debit,Grocery shopping,Credit Card
02-09-2020,Amazon,34.43,debit,Shopping,Credit Card
02-09-2020,Credit Transaction,14.84,credit,Cashback Rewards,Savings
02-09-2020,Mama-cita,65.63,debit,Restaurants,Credit Card
02-10-2020,Amazon,27.07,debit,Shopping,Credit Card
02-10-2020,Lyft,15.95,debit,Travel expenses,Credit Card
02-10-2020,Mall,50.99,debit,Shopping,Credit Card
02-10-2020,Uber,20.74,debit,Travel expenses,Credit Card
02-10-2020,MBTA,22.91,debit,Travel expenses,Credit Card
02-11-2020,Uber,16.67,debit,Travel expenses,Credit Card
02-11-2020,Lyft,15.51,debit,Travel expenses,Credit Card
02-12-2020,Amazon,26.76,debit,Shopping,Credit Card
02-12-2020,Temu,30.48,debit,Shopping,Credit Card
02-12-2020,Credit Transaction,6.99,credit,Cashback Rewards,Savings
02-12-2020,Boston Shawarma,31.65,debit,Restaurants,Credit Card
02-12-2020,Mama-cita,33.87,debit,Restaurants,Credit Card
02-13-2020,Trader Joes,173.19,debit,Grocery shopping,Credit Card
02-13-2020,Credit Transaction,10.87,credit,Cashback Rewards,Savings
02-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
02-13-2020,Uber,22.52,debit,Travel expenses,Credit Card
02-13-2020,Amazon,58.85,debit,Shopping,Credit Card
02-14-2020,Boston Halal,42.2,debit,Restaurants,Credit Card
02-14-2020,Trader Joes,171.48,debit,Grocery shopping,Credit Card
02-14-2020,AMC Boston,60.53,debit,Entertainment,Credit Card
02-15-2020,Temu,30.39,debit,Shopping,Credit Card
02-15-2020,Amazon,56.76,debit,Shopping,Credit Card
02-16-2020,Karaoke,23.91,debit,Entertainment,Credit Card
02-16-2020,Market Basket,150.77,debit,Grocery shopping,Credit Card
02-16-2020,Ace Hardware,203.7,debit,Grocery shopping,Credit Card
02-17-2020,Lyft,18.99,debit,Travel expenses,Credit Card
02-17-2020,Mama-cita,25.73,debit,Restaurants,Credit Card
02-17-2020,Market Basket,225.52,debit,Grocery shopping,Credit Card
02-17-2020,Dominos,43.11,debit,Restaurants,Credit Card
02-17-2020,Trader Joes,170.52,debit,Grocery shopping,Credit Card
02-17-2020,Temu,54.93,debit,Shopping,Credit Card
02-17-2020,Mall,79.91,debit,Shopping,Credit Card
02-17-2020,Ace Hardware,206.26,debit,Grocery shopping,Credit Card
02-17-2020,Boston Halal,42.45,debit,Restaurants,Credit Card
02-17-2020,Stop and Shop,152.85,debit,Grocery shopping,Credit Card
02-18-2020,Market Basket,238.58,debit,Grocery shopping,Credit Card
02-18-2020,Trader Joes,235.35,debit,Grocery shopping,Credit Card
02-18-2020,Dominos,62.52,debit,Restaurants,Credit Card
02-18-2020,Amazon,48.94,debit,Shopping,Credit Card
02-18-2020,Mama-cita,37.94,debit,Restaurants,Credit Card
02-19-2020,Market Basket,199.29,debit,Grocery shopping,Credit Card
02-19-2020,Uber,26.94,debit,Travel expenses,Credit Card
02-20-2020,Amazon,32.34,debit,Shopping,Credit Card
02-21-2020,Ace Hardware,200.54,debit,Grocery shopping,Credit Card
02-21-2020,Temu,26.94,debit,Shopping,Credit Card
02-22-2020,Mall,66.92,debit,Shopping,Credit Card
02-22-2020,Uber,12.04,debit,Travel expenses,Credit Card
02-23-2020,Mama-cita,45,debit,Restaurants,Credit Card
02-23-2020,Dominos,69.23,debit,Restaurants,Credit Card
02-23-2020,Ace Hardware,171.93,debit,Grocery shopping,Credit Card
02-23-2020,Boston Halal,53.48,debit,Restaurants,Credit Card
02-23-2020,Boston Shawarma,33.89,debit,Restaurants,Credit Card
02-23-2020,Market Basket,157.68,debit,Grocery shopping,Credit Card
02-23-2020,Trader Joes,199.08,debit,Grocery shopping,Credit Card
02-24-2020,Trader Joes,208.13,debit,Grocery shopping,Credit Card
02-24-2020,Credit Transaction,17.75,credit,Cashback Rewards,Savings
02-24-2020,Credit Transaction,99.14,credit,Dividends,Savings
02-24-2020,Mall,58.8,debit,Shopping,Credit Card
02-24-2020,Karaoke,27.49,debit,Entertainment,Credit Card
02-24-2020,Boston Halal,43.95,debit,Restaurants,Credit Card
02-25-2020,Stop and Shop,189.9,debit,Grocery shopping,Credit Card
02-25-2020,Market Basket,244.12,debit,Grocery shopping,Credit Card
02-25-2020,Boston Halal,35.02,debit,Restaurants,Credit Card
02-25-2020,Trader Joes,210.72,debit,Grocery shopping,Credit Card
02-26-2020,Boston Halal,30.35,debit,Restaurants,Credit Card
02-26-2020,Dominos,34.05,debit,Restaurants,Credit Card
02-26-2020,Lyft,20.34,debit,Travel expenses,Credit Card
02-26-2020,Mall,23.63,debit,Shopping,Credit Card
02-26-2020,Ace Hardware,179.93,debit,Grocery shopping,Credit Card
02-27-2020,Stop and Shop,189.27,debit,Grocery shopping,Credit Card
02-27-2020,MBTA,25.64,debit,Travel expenses,Credit Card
02-27-2020,Temu,73.45,debit,Shopping,Credit Card
02-28-2020,Trader Joes,169.32,debit,Grocery shopping,Credit Card
02-28-2020,Market Basket,196.73,debit,Grocery shopping,Credit Card
02-28-2020,Mama-cita,73.56,debit,Restaurants,Credit Card
02-28-2020,Credit Transaction,16.51,credit,Cashback Rewards,Savings
02-29-2020,Temu,23.72,debit,Shopping,Credit Card
03-01-2020,Rent/ Mortgage,1400,debit,Mortgage & Rent,Savings
03-01-2020,Eversource Electricity,68.68,debit,Utilities,Checking
03-01-2020,National Grid Gas,59.71,debit,Utilities,Checking
03-01-2020,Heating fuel,190.73,debit,Utilities,Checking
03-01-2020,Ace Hardware,177.48,debit,Grocery shopping,Credit Card
03-01-2020,Mall,26.63,debit,Shopping,Credit Card
03-01-2020,Credit Transaction,141.77,credit,Dividends,Savings
03-01-2020,Temu,48.55,debit,Shopping,Credit Card
03-02-2020,Amazon,36.14,debit,Shopping,Credit Card
03-02-2020,Karaoke,42.72,debit,Entertainment,Credit Card
03-03-2020,Temu,68.71,debit,Shopping,Credit Card
03-03-2020,Mall,24.55,debit,Shopping,Credit Card
03-03-2020,Ace Hardware,217.6,debit,Grocery shopping,Credit Card
03-03-2020,Amazon,77.29,debit,Shopping,Credit Card
03-04-2020,Credit Transaction,19.46,credit,Cashback Rewards,Savings
03-04-2020,MBTA,22.81,debit,Travel expenses,Credit Card
03-04-2020,Temu,47.64,debit,Shopping,Credit Card
03-04-2020,Mama-cita,56.11,debit,Restaurants,Credit Card
03-04-2020,AMC Boston,64.7,debit,Entertainment,Credit Card
03-04-2020,Market Basket,158.58,debit,Grocery shopping,Credit Card
03-04-2020,Boston Halal,68.15,debit,Restaurants,Credit Card
03-05-2020,Uber,22.71,debit,Travel expenses,Credit Card
03-05-2020,Credit Transaction,15.71,credit,Cashback Rewards,Savings
03-05-2020,Amazon,38.12,debit,Shopping,Credit Card
03-05-2020,Credit Transaction,12.21,credit,Cashback Rewards,Savings
03-06-2020,Uber,23.38,debit,Travel expenses,Credit Card
03-06-2020,Dominos,79.13,debit,Restaurants,Credit Card
03-06-2020,MBTA,10.81,debit,Travel expenses,Credit Card
03-06-2020,Mama-cita,54.36,debit,Restaurants,Credit Card
03-07-2020,Amazon,56.59,debit,Shopping,Credit Card
03-07-2020,Boston Shawarma,68.83,debit,Restaurants,Credit Card
03-07-2020,Stop and Shop,207.6,debit,Grocery shopping,Credit Card
03-07-2020,Karaoke,66.5,debit,Entertainment,Credit Card
03-07-2020,Temu,57.74,debit,Shopping,Credit Card
03-07-2020,Mall,52.06,debit,Shopping,Credit Card
03-07-2020,Mama-cita,72.92,debit,Restaurants,Credit Card
03-08-2020,Temu,79.61,debit,Shopping,Credit Card
03-08-2020,AMC Boston,40.4,debit,Entertainment,Credit Card
03-08-2020,Stop and Shop,246.8,debit,Grocery shopping,Credit Card
03-08-2020,Ace Hardware,202.77,debit,Grocery shopping,Credit Card
03-09-2020,MBTA,29.26,debit,Travel expenses,Credit Card
03-10-2020,Amazon,22.2,debit,Shopping,Credit Card
03-10-2020,Trader Joes,219.87,debit,Grocery shopping,Credit Card
03-10-2020,Temu,30.72,debit,Shopping,Credit Card
03-10-2020,Mama-cita,46.46,debit,Restaurants,Credit Card
03-11-2020,Lyft,20.88,debit,Travel expenses,Credit Card
03-11-2020,Dominos,57,debit,Restaurants,Credit Card
03-12-2020,Lyft,25.55,debit,Travel expenses,Credit Card
03-12-2020,Temu,67.35,debit,Shopping,Credit Card
03-12-2020,Stop and Shop,187.53,debit,Grocery shopping,Credit Card
03-12-2020,Market Basket,246.45,debit,Grocery shopping,Credit Card
03-12-2020,Uber,19.14,debit,Travel expenses,Credit Card
03-12-2020,MBTA,25.32,debit,Travel expenses,Credit Card
03-13-2020,Temu,43.12,debit,Shopping,Credit Card
03-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
03-13-2020,Uber,26.05,debit,Travel expenses,Credit Card
03-13-2020,Boston Shawarma,58.35,debit,Restaurants,Credit Card
03-14-2020,Uber,19.68,debit,Travel expenses,Credit Card
03-14-2020,Mall,42.08,debit,Shopping,Credit Card
03-14-2020,Dominos,43.34,debit,Restaurants,Credit Card
03-15-2020,Mama-cita,78.26,debit,Restaurants,Credit Card
03-15-2020,Trader Joes,243.34,debit,Grocery shopping,Credit Card
03-15-2020,Market Basket,220.52,debit,Grocery shopping,Credit Card
03-16-2020,Credit Transaction,62.42,credit,Dividends,Savings
03-16-2020,Lyft,17.26,debit,Travel expenses,Credit Card
03-16-2020,Mall,29.95,debit,Shopping,Credit Card
03-16-2020,Trader Joes,152.46,debit,Grocery shopping,Credit Card
03-17-2020,Mama-cita,55.74,debit,Restaurants,Credit Card
03-17-2020,Dominos,46.68,debit,Restaurants,Credit Card
03-17-2020,Boston Shawarma,56.35,debit,Restaurants,Credit Card
03-17-2020,Uber,18.46,debit,Travel expenses,Credit Card
03-17-2020,Credit Transaction,19.03,credit,Cashback Rewards,Savings
03-17-2020,Stop and Shop,170.91,debit,Grocery shopping,Credit Card
03-18-2020,Market Basket,151.69,debit,Grocery shopping,Credit Card
03-18-2020,Ice skating,22.61,debit,Entertainment,Credit Card
03-18-2020,Dominos,69.64,debit,Restaurants,Credit Card
03-18-2020,Ace Hardware,173.09,debit,Grocery shopping,Credit Card
03-19-2020,Dominos,60.92,debit,Restaurants,Credit Card
03-20-2020,Amazon,64.32,debit,Shopping,Credit Card
03-20-2020,Boston Halal,65.43,debit,Restaurants,Credit Card
03-20-2020,Ice skating,53.07,debit,Entertainment,Credit Card
03-21-2020,Market Basket,212.81,debit,Grocery shopping,Credit Card
03-21-2020,Stop and Shop,217.52,debit,Grocery shopping,Credit Card
03-21-2020,Temu,64.98,debit,Shopping,Credit Card
03-22-2020,Mall,53.44,debit,Shopping,Credit Card
03-22-2020,Amazon,38.46,debit,Shopping,Credit Card
03-23-2020,Stop and Shop,210.3,debit,Grocery shopping,Credit Card
03-23-2020,Temu,77.32,debit,Shopping,Credit Card
03-24-2020,AMC Boston,25.77,debit,Entertainment,Credit Card
03-24-2020,Amazon,55.71,debit,Shopping,Credit Card
03-24-2020,Mama-cita,48.78,debit,Restaurants,Credit Card
03-24-2020,Trader Joes,175.52,debit,Grocery shopping,Credit Card
03-24-2020,Mall,57.68,debit,Shopping,Credit Card
03-24-2020,MBTA,12.25,debit,Travel expenses,Credit Card
03-25-2020,Lyft,26.65,debit,Travel expenses,Credit Card
03-25-2020,MBTA,20.3,debit,Travel expenses,Credit Card
03-25-2020,Amazon,26.49,debit,Shopping,Credit Card
03-25-2020,Temu,51.42,debit,Shopping,Credit Card
03-25-2020,Mall,52.95,debit,Shopping,Credit Card
03-26-2020,Ice skating,69.94,debit,Entertainment,Credit Card
03-27-2020,Market Basket,170.75,debit,Grocery shopping,Credit Card
03-27-2020,Karaoke,32.56,debit,Entertainment,Credit Card
03-27-2020,Mall,24.88,debit,Shopping,Credit Card
03-28-2020,Amazon,25.24,debit,Shopping,Credit Card
03-29-2020,Mall,64.41,debit,Shopping,Credit Card
03-29-2020,Amazon,36.22,debit,Shopping,Credit Card
03-30-2020,MBTA,28.56,debit,Travel expenses,Credit Card
03-30-2020,Dominos,62.96,debit,Restaurants,Credit Card
03-30-2020,Lyft,22.59,debit,Travel expenses,Credit Card
03-30-2020,Stop and Shop,169.41,debit,Grocery shopping,Credit Card
03-30-2020,Boston Halal,48.83,debit,Restaurants,Credit Card
03-30-2020,Market Basket,247.59,debit,Grocery shopping,Credit Card
03-31-2020,Mama-cita,75.95,debit,Restaurants,Credit Card
03-31-2020,Boston Shawarma,40.03,debit,Restaurants,Credit Card
03-31-2020,Uber,24.99,debit,Travel expenses,Credit Card
03-31-2020,Boston Halal,50.44,debit,Restaurants,Credit Card
03-31-2020,Ace Hardware,211.2,debit,Grocery shopping,Credit Card
03-31-2020,Market Basket,170.12,debit,Grocery shopping,Credit Card
03-31-2020,Temu,62.2,debit,Shopping,Credit Card
03-31-2020,Stop and Shop,242.23,debit,Grocery shopping,Credit Card
03-31-2020,Trader Joes,152.93,debit,Grocery shopping,Credit Card
04-01-2020,MBTA,29,debit,Travel expenses,Credit Card
04-01-2020,Rent/ Mortgage,1400,debit,Mortgage & Rent,Savings
04-01-2020,Eversource Electricity,68.75,debit,Utilities,Checking
04-01-2020,National Grid Gas,51.62,debit,Utilities,Checking
04-01-2020,Heating fuel,181.06,debit,Utilities,Checking
04-01-2020,Mall,30.08,debit,Shopping,Credit Card
04-01-2020,StandUp show,27.43,debit,Entertainment,Credit Card
04-02-2020,MBTA,21.3,debit,Travel expenses,Credit Card
04-02-2020,Lyft,26.01,debit,Travel expenses,Credit Card
04-02-2020,Uber,28.18,debit,Travel expenses,Credit Card
04-03-2020,Ace Hardware,241.28,debit,Grocery shopping,Credit Card
04-03-2020,Dominos,36.26,debit,Restaurants,Credit Card
04-03-2020,Mama-cita,39.75,debit,Restaurants,Credit Card
04-03-2020,Trader Joes,214.17,debit,Grocery shopping,Credit Card
04-04-2020,Credit Transaction,182.75,credit,Dividends,Savings
04-04-2020,MBTA,11.56,debit,Travel expenses,Credit Card
04-04-2020,Dominos,42.53,debit,Restaurants,Credit Card
04-04-2020,Boston Halal,47.59,debit,Restaurants,Credit Card
04-04-2020,Mama-cita,78.81,debit,Restaurants,Credit Card
04-04-2020,Uber,29.22,debit,Travel expenses,Credit Card
04-06-2020,Boston Halal,52.4,debit,Restaurants,Credit Card
04-06-2020,Credit Transaction,5.92,credit,Cashback Rewards,Savings
04-06-2020,Market Basket,216.91,debit,Grocery shopping,Credit Card
04-06-2020,Dominos,57.02,debit,Restaurants,Credit Card
04-06-2020,Mama-cita,43.15,debit,Restaurants,Credit Card
04-06-2020,MBTA,17.44,debit,Travel expenses,Credit Card
04-07-2020,Mall,75.48,debit,Shopping,Credit Card
04-08-2020,Trader Joes,221.59,debit,Grocery shopping,Credit Card
04-08-2020,Ice skating,68.93,debit,Entertainment,Credit Card
04-08-2020,Amazon,68.92,debit,Shopping,Credit Card
04-08-2020,Mall,75.19,debit,Shopping,Credit Card
04-08-2020,Temu,51.27,debit,Shopping,Credit Card
04-08-2020,Ace Hardware,237.5,debit,Grocery shopping,Credit Card
04-09-2020,Trader Joes,241.87,debit,Grocery shopping,Credit Card
04-09-2020,Ace Hardware,231.41,debit,Grocery shopping,Credit Card
04-09-2020,StandUp show,31.3,debit,Entertainment,Credit Card
04-11-2020,Uber,11.48,debit,Travel expenses,Credit Card
04-11-2020,MBTA,19.26,debit,Travel expenses,Credit Card
04-11-2020,Mall,71.08,debit,Shopping,Credit Card
04-11-2020,Mama-cita,52.47,debit,Restaurants,Credit Card
04-11-2020,Trader Joes,170.51,debit,Grocery shopping,Credit Card
04-11-2020,Lyft,23.04,debit,Travel expenses,Credit Card
04-12-2020,Boston Halal,44.96,debit,Restaurants,Credit Card
04-12-2020,Stop and Shop,223.15,debit,Grocery shopping,Credit Card
04-13-2020,Monthly direct deposit - Salary,6000,credit,Salary,Savings
04-13-2020,Lyft,13.75,debit,Travel expenses,Credit Card
04-13-2020,Ice skating,31.87,debit,Entertainment,Credit Card
04-15-2020,MBTA,23.08,debit,Travel expenses,Credit Card
04-15-2020,Ace Hardware,202.84,debit,Grocery shopping,Credit Card
04-15-2020,Lyft,17.69,debit,Travel expenses,Credit Card
04-15-2020,Karaoke,20.61,debit,Entertainment,Credit Card
04-15-2020,Uber,13.16,debit,Travel expenses,Credit Card
04-16-2020,Trader Joes,238.54,debit,Grocery shopping,Credit Card
04-17-2020,Trader Joes,180.29,debit,Grocery shopping,Credit Card
04-17-2020,Uber,12.08,debit,Travel expenses,Credit Card
04-17-2020,Dominos,51.25,debit,Restaurants,Credit Card
04-17-2020,Ice skating,60.07,debit,Entertainment,Credit Card
04-17-2020,Lyft,14.15,debit,Travel expenses,Credit Card
04-18-2020,Ace Hardware,163.9,debit,Grocery shopping,Credit Card
04-18-2020,Amazon,38.54,debit,Shopping,Credit Card
04-18-2020,Mama-cita,35.37,debit,Restaurants,Credit Card
04-19-2020,Uber,25.08,debit,Travel expenses,Credit Card
04-19-2020,MBTA,29.16,debit,Travel expenses,Credit Card
04-19-2020,Mama-cita,67.34,debit,Restaurants,Credit Card
04-19-2020,Boston Shawarma,44.96,debit,Restaurants,Credit Card
04-19-2020,Amazon,73.84,debit,Shopping,Credit Card
04-19-2020,Lyft,12.67,debit,Travel expenses,Credit Card
04-20-2020,Boston Shawarma,27.32,debit,Restaurants,Credit Card
04-20-2020,Trader Joes,206.96,debit,Grocery shopping,Credit Card
04-20-2020,Credit Transaction,93.74,credit,Dividends,Savings
04-20-2020,Dominos,60.31,debit,Restaurants,Credit Card
